START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_END_TIME
2022-04-13 09:08:53,2022-04-13 09:10:14,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 00:59:16,2022-04-13 01:00:37
2022-04-13 09:10:14,2022-04-13 09:10:30,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:00:37,2022-04-13 01:00:53
2022-04-13 09:10:30,2022-04-13 09:11:00,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:00:53,2022-04-13 01:01:23
2022-04-13 09:11:00,2022-04-13 09:11:30,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:01:23,2022-04-13 01:01:53
2022-04-13 09:11:30,2022-04-13 09:19:23,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:01:53,2022-04-13 01:09:46
2022-04-13 09:19:23,2022-04-13 09:20:58,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:09:46,2022-04-13 01:11:21
2022-04-13 09:20:58,2022-04-13 09:21:14,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:11:21,2022-04-13 01:11:37
2022-04-13 09:21:14,2022-04-13 09:22:14,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:11:37,2022-04-13 01:12:37
2022-04-13 09:22:14,2022-04-13 09:26:35,Located_Indoors, BP_VideoUnavailable/Indecipherable,annotator,Behavioral Parameters,2022-04-13 01:12:37,2022-04-13 01:16:58
2022-04-13 09:26:35,2022-04-13 09:26:55,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 01:16:58,2022-04-13 01:17:18
2022-04-13 09:26:55,2022-04-13 09:27:39,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:17:18,2022-04-13 01:18:02
2022-04-13 09:27:39,2022-04-13 09:28:35,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:18:02,2022-04-13 01:18:58
2022-04-13 09:28:35,2022-04-13 09:28:49,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:18:58,2022-04-13 01:19:12
2022-04-13 09:28:49,2022-04-13 09:30:32,Located_Indoors, BP_VideoUnavailable/Indecipherable,annotator,Behavioral Parameters,2022-04-13 01:19:12,2022-04-13 01:20:55
2022-04-13 09:30:32,2022-04-13 09:31:33,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:20:55,2022-04-13 01:21:56
2022-04-13 09:31:33,2022-04-13 09:33:36,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:21:56,2022-04-13 01:23:59
2022-04-13 09:33:36,2022-04-13 09:37:44,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:23:59,2022-04-13 01:28:07
2022-04-13 09:37:44,2022-04-13 09:48:11,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:28:07,2022-04-13 01:38:34
2022-04-13 09:48:11,2022-04-13 09:49:16,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:38:34,2022-04-13 01:39:39
2022-04-13 09:49:16,2022-04-13 09:49:55,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:39:39,2022-04-13 01:40:18
2022-04-13 09:49:55,2022-04-13 09:50:19,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-13 01:40:18,2022-04-13 01:40:42
2022-04-13 09:50:19,2022-04-13 09:51:28,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:40:42,2022-04-13 01:41:51
2022-04-13 09:51:28,2022-04-13 09:51:32,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:41:51,2022-04-13 01:41:55
2022-04-13 09:51:32,2022-04-13 09:51:44,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:41:55,2022-04-13 01:42:07
2022-04-13 09:51:44,2022-04-13 09:52:36,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:42:07,2022-04-13 01:42:59
2022-04-13 09:52:36,2022-04-13 09:53:26,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:42:59,2022-04-13 01:43:49
2022-04-13 09:53:26,2022-04-13 09:54:01,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:43:49,2022-04-13 01:44:24
2022-04-13 09:54:01,2022-04-13 09:55:16,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:44:24,2022-04-13 01:45:39
2022-04-13 09:55:16,2022-04-13 09:55:52,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:45:39,2022-04-13 01:46:15
2022-04-13 09:55:52,2022-04-13 09:59:27,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 01:46:15,2022-04-13 01:49:50
2022-04-13 09:59:27,2022-04-13 09:59:47,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 01:49:50,2022-04-13 01:50:10
2022-04-13 09:59:47,2022-04-13 10:00:05,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:50:10,2022-04-13 01:50:28
2022-04-13 10:00:05,2022-04-13 10:01:06,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:50:28,2022-04-13 01:51:29
2022-04-13 10:01:06,2022-04-13 10:03:57,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:51:29,2022-04-13 01:54:20
2022-04-13 10:03:57,2022-04-13 10:06:30,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 01:54:20,2022-04-13 01:56:53
2022-04-13 10:06:30,2022-04-13 10:06:55,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 01:56:53,2022-04-13 01:57:18
2022-04-13 10:06:55,2022-04-13 10:09:00,Located_Indoors, Holding_Other_Object_Light, In_Conversation,annotator,Behavioral Parameters,2022-04-13 01:57:18,2022-04-13 01:59:23
2022-04-13 10:09:00,2022-04-13 10:20:59,Located_Indoors, Holding_Other_Object_Light, In_Conversation,annotator,Behavioral Parameters,2022-04-13 01:59:23,2022-04-13 02:11:22
2022-04-13 10:20:59,2022-04-13 10:23:13,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-13 02:11:22,2022-04-13 02:13:36
2022-04-13 10:23:13,2022-04-13 10:23:57,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-13 02:13:36,2022-04-13 02:14:20
2022-04-13 10:23:57,2022-04-13 10:24:56,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 02:14:20,2022-04-13 02:15:19
2022-04-13 10:24:56,2022-04-13 10:27:07,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 02:15:19,2022-04-13 02:17:30
2022-04-13 10:27:07,2022-04-13 10:28:34,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-13 02:17:30,2022-04-13 02:18:57
2022-04-13 10:28:34,2022-04-13 10:29:36,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 02:18:57,2022-04-13 02:19:59
2022-04-13 10:29:36,2022-04-13 10:40:09,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 02:19:59,2022-04-13 02:30:32
2022-04-13 10:40:09,2022-04-13 10:40:33,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 02:30:32,2022-04-13 02:30:56
2022-04-13 10:40:33,2022-04-13 10:44:54,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 02:30:56,2022-04-13 02:35:17
2022-04-13 10:44:54,2022-04-13 10:46:48,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 02:35:17,2022-04-13 02:37:11
2022-04-13 10:46:48,2022-04-13 11:02:48,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 02:37:11,2022-04-13 02:53:11
2022-04-13 11:02:48,2022-04-13 11:02:55,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 02:53:11,2022-04-13 02:53:18
2022-04-13 11:02:55,2022-04-13 11:03:10,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 02:53:18,2022-04-13 02:53:33
2022-04-13 11:03:10,2022-04-13 11:16:51,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 02:53:33,2022-04-13 03:07:14
2022-04-13 11:16:51,2022-04-13 11:17:09,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 03:07:14,2022-04-13 03:07:32
2022-04-13 11:17:09,2022-04-13 11:29:30,Located_Indoors, Holding_Other_Object_Light, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 03:07:32,2022-04-13 03:19:53
2022-04-13 11:29:30,2022-04-13 11:32:14,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 03:19:53,2022-04-13 03:22:37
2022-04-13 11:32:14,2022-04-13 11:38:01,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 03:22:37,2022-04-13 03:28:24
2022-04-13 11:38:01,2022-04-13 11:40:14,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 03:28:24,2022-04-13 03:30:37
2022-04-13 11:40:14,2022-04-13 11:43:49,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 03:30:37,2022-04-13 03:34:12
2022-04-13 11:43:49,2022-04-13 11:44:13,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 03:34:12,2022-04-13 03:34:36
2022-04-13 11:44:13,2022-04-13 11:44:58,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 03:34:36,2022-04-13 03:35:21
2022-04-13 11:44:58,2022-04-13 11:45:26,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 03:35:21,2022-04-13 03:35:49
2022-04-13 11:45:26,2022-04-13 11:46:42,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 03:35:49,2022-04-13 03:37:05
2022-04-13 11:46:42,2022-04-13 11:47:11,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 03:37:05,2022-04-13 03:37:34
2022-04-13 11:47:11,2022-04-13 11:47:38,Located_Indoors, Holding_Other_Object_Light, In_Conversation,annotator,Behavioral Parameters,2022-04-13 03:37:34,2022-04-13 03:38:01
2022-04-13 11:47:38,2022-04-13 11:48:05,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 03:38:01,2022-04-13 03:38:28
2022-04-13 11:48:05,2022-04-13 11:48:33,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 03:38:28,2022-04-13 03:38:56
2022-04-13 11:48:33,2022-04-13 11:49:44,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 03:38:56,2022-04-13 03:40:07
2022-04-13 11:49:44,2022-04-13 11:50:29,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 03:40:07,2022-04-13 03:40:52
2022-04-13 11:50:29,2022-04-13 11:56:39,Holding_Other_Object_Light, Located_Outdoors,annotator,Behavioral Parameters,2022-04-13 03:40:52,2022-04-13 03:47:02
2022-04-13 11:56:39,2022-04-13 11:56:56,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-13 03:47:02,2022-04-13 03:47:19
2022-04-13 11:56:56,2022-04-13 11:59:29,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-13 03:47:19,2022-04-13 03:49:52
2022-04-13 11:59:29,2022-04-13 12:02:39,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 03:49:52,2022-04-13 03:53:02
2022-04-13 12:02:39,2022-04-13 12:03:45,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 03:53:02,2022-04-13 03:54:08
2022-04-13 12:03:45,2022-04-13 12:06:27,Located_Indoors, Browsing_Computer, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 03:54:08,2022-04-13 03:56:50
2022-04-13 12:06:27,2022-04-13 12:06:55,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 03:56:50,2022-04-13 03:57:18
2022-04-13 12:06:55,2022-04-13 12:07:50,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 03:57:18,2022-04-13 03:58:13
2022-04-13 12:07:50,2022-04-13 12:08:02,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 03:58:13,2022-04-13 03:58:25
2022-04-13 12:08:02,2022-04-13 12:08:25,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 03:58:25,2022-04-13 03:58:48
2022-04-13 12:08:25,2022-04-13 12:36:23,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 03:58:48,2022-04-13 04:26:46
2022-04-13 12:36:23,2022-04-13 12:46:51,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 04:26:46,2022-04-13 04:37:14
2022-04-13 12:46:51,2022-04-13 12:47:49,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 04:37:14,2022-04-13 04:38:12
2022-04-13 12:47:49,2022-04-13 12:48:09,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 04:38:12,2022-04-13 04:38:32
2022-04-13 12:48:09,2022-04-13 12:49:33,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 04:38:32,2022-04-13 04:39:56
2022-04-13 12:49:33,2022-04-13 12:51:34,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 04:39:56,2022-04-13 04:41:57
2022-04-13 12:51:34,2022-04-13 12:53:42,Located_Indoors, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 04:41:57,2022-04-13 04:44:05
2022-04-13 12:53:42,2022-04-13 12:59:55,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 04:44:05,2022-04-13 04:50:18
2022-04-13 12:59:55,2022-04-13 13:16:35,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 04:50:18,2022-04-13 05:06:58
2022-04-13 13:16:35,2022-04-13 13:19:41,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 05:06:58,2022-04-13 05:10:04
2022-04-13 13:19:41,2022-04-13 13:24:48,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 05:10:04,2022-04-13 05:15:11
2022-04-13 13:24:48,2022-04-13 13:26:33,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 05:15:11,2022-04-13 05:16:56
2022-04-13 13:26:33,2022-04-13 13:33:22,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 05:16:56,2022-04-13 05:23:45
2022-04-13 13:33:22,2022-04-13 13:40:30,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 05:23:45,2022-04-13 05:30:53
2022-04-13 13:40:30,2022-04-13 13:41:01,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 05:30:53,2022-04-13 05:31:24
2022-04-13 13:41:01,2022-04-13 13:46:17,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 05:31:24,2022-04-13 05:36:40
2022-04-13 13:46:17,2022-04-13 13:49:09,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 05:36:40,2022-04-13 05:39:32
2022-04-13 13:49:09,2022-04-13 13:57:36,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 05:39:32,2022-04-13 05:47:59
2022-04-13 13:57:36,2022-04-13 14:02:21,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 05:47:59,2022-04-13 05:52:44
2022-04-13 14:02:21,2022-04-13 14:05:04,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 05:52:44,2022-04-13 05:55:27
2022-04-13 14:05:04,2022-04-13 14:08:47,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 05:55:27,2022-04-13 05:59:10
2022-04-13 14:08:47,2022-04-13 14:15:11,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 05:59:10,2022-04-13 06:05:34
2022-04-13 14:15:11,2022-04-13 14:18:12,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 06:05:34,2022-04-13 06:08:35
2022-04-13 14:18:12,2022-04-13 14:27:29,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 06:08:35,2022-04-13 06:17:52
2022-04-13 14:27:29,2022-04-13 14:33:53,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 06:17:52,2022-04-13 06:24:16
2022-04-13 14:33:53,2022-04-13 14:37:46,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 06:24:16,2022-04-13 06:28:09
2022-04-13 14:37:46,2022-04-13 14:40:10,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 06:28:09,2022-04-13 06:30:33
2022-04-13 14:40:10,2022-04-13 14:50:20,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 06:30:33,2022-04-13 06:40:43
2022-04-13 14:50:20,2022-04-13 14:51:43,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 06:40:43,2022-04-13 06:42:06
2022-04-13 14:51:43,2022-04-13 14:55:06,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 06:42:06,2022-04-13 06:45:29
2022-04-13 14:55:06,2022-04-13 14:56:55,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 06:45:29,2022-04-13 06:47:18
2022-04-13 14:56:55,2022-04-13 15:01:58,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 06:47:18,2022-04-13 06:52:21
2022-04-13 15:01:58,2022-04-13 15:02:39,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 06:52:21,2022-04-13 06:53:02
2022-04-13 15:02:39,2022-04-13 15:06:05,BP_VideoUnavailable/Indecipherable,annotator,Behavioral Parameters,2022-04-13 06:53:02,2022-04-13 06:56:28
2022-04-13 15:06:05,2022-04-13 15:06:58,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 06:56:28,2022-04-13 06:57:21
2022-04-13 15:06:58,2022-04-13 15:08:37,Located_Indoors,annotator,Behavioral Parameters,2022-04-13 06:57:21,2022-04-13 06:59:00
2022-04-13 15:08:37,2022-04-13 15:36:21,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 06:59:00,2022-04-13 07:26:44
2022-04-13 15:36:21,2022-04-13 15:36:53,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 07:26:44,2022-04-13 07:27:16
2022-04-13 15:36:53,2022-04-13 15:44:17,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-13 07:27:16,2022-04-13 07:34:40
2022-04-13 15:44:17,2022-04-13 15:50:53,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 07:34:40,2022-04-13 07:41:16
2022-04-13 15:50:53,2022-04-13 15:52:12,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-13 07:41:16,2022-04-13 07:42:35
2022-04-13 15:52:12,2022-04-13 15:54:17,Located_Indoors, Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 07:42:35,2022-04-13 07:44:40
2022-04-13 15:54:17,2022-04-13 15:54:20,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone, Located_Outdoors,annotator,Behavioral Parameters,2022-04-13 07:44:40,2022-04-13 07:44:43
2022-04-13 15:54:20,2022-04-13 16:01:01,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Located_Outdoors,annotator,Behavioral Parameters,2022-04-13 07:44:43,2022-04-13 07:51:24
2022-04-13 16:01:01,2022-04-13 16:02:21,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone, Located_Indoors,annotator,Behavioral Parameters,2022-04-13 07:51:24,2022-04-13 07:52:44
2022-04-13 16:02:21,2022-04-13 16:02:21,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone, Located_Indoors,annotator,Behavioral Parameters,2022-04-13 07:52:44,2022-04-13 07:52:44
2022-04-13 16:02:21,2022-04-13 16:12:23,Holding_Other_Object_Light, Located_Outdoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-13 07:52:44,2022-04-13 08:02:46
2022-04-13 16:12:23,2022-04-13 16:13:09,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-13 08:02:46,2022-04-13 08:03:32
2022-04-13 16:13:09,2022-04-13 16:14:35,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-13 08:03:32,2022-04-13 08:04:58
2022-04-13 16:14:35,2022-04-13 16:20:42,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-13 08:04:58,2022-04-13 08:11:05
2022-04-13 16:20:42,2022-04-13 16:21:16,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 08:11:05,2022-04-13 08:11:39
2022-04-13 16:21:16,2022-04-13 16:21:41,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 08:11:39,2022-04-13 08:12:04
2022-04-13 16:21:41,2022-04-13 16:22:08,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-13 08:12:04,2022-04-13 08:12:31
2022-04-13 16:22:08,2022-04-13 16:26:36,Holding_Other_Object_Light, Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-13 08:12:31,2022-04-13 08:16:59
