START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_END_TIME
2022-05-23 10:42:02,2022-05-23 10:42:21,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:33:03,2022-05-23 01:33:22
2022-05-23 10:42:21,2022-05-23 10:42:50,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:33:22,2022-05-23 01:33:51
2022-05-23 10:42:50,2022-05-23 10:44:37,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:33:51,2022-05-23 01:35:38
2022-05-23 10:44:37,2022-05-23 10:44:44,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:35:38,2022-05-23 01:35:45
2022-05-23 10:44:44,2022-05-23 10:44:57,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:35:45,2022-05-23 01:35:58
2022-05-23 10:44:57,2022-05-23 10:45:46,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:35:58,2022-05-23 01:36:47
2022-05-23 10:45:46,2022-05-23 10:46:50,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:36:47,2022-05-23 01:37:51
2022-05-23 10:46:50,2022-05-23 10:47:01,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:37:51,2022-05-23 01:38:02
2022-05-23 10:47:02,2022-05-23 10:48:27,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:38:03,2022-05-23 01:39:28
2022-05-23 10:48:33,2022-05-23 10:49:57,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:39:34,2022-05-23 01:40:58
2022-05-23 10:49:57,2022-05-23 10:52:48,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:40:58,2022-05-23 01:43:49
2022-05-23 10:52:48,2022-05-23 10:56:10,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:43:49,2022-05-23 01:47:11
2022-05-23 10:56:10,2022-05-23 10:57:08,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:47:11,2022-05-23 01:48:09
2022-05-23 10:57:08,2022-05-23 10:57:30,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:48:09,2022-05-23 01:48:31
2022-05-23 10:57:30,2022-05-23 10:58:15,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:48:31,2022-05-23 01:49:16
2022-05-23 10:58:15,2022-05-23 10:58:41,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:49:16,2022-05-23 01:49:42
2022-05-23 10:58:42,2022-05-23 10:59:13,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:49:43,2022-05-23 01:50:14
2022-05-23 10:59:13,2022-05-23 10:59:50,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:50:14,2022-05-23 01:50:51
2022-05-23 10:59:50,2022-05-23 11:06:13,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:50:51,2022-05-23 01:57:14
2022-05-23 11:06:13,2022-05-23 11:06:34,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:57:14,2022-05-23 01:57:35
2022-05-23 11:06:34,2022-05-23 11:09:01,In_Position_Sitting,annotator,POSTURE,2022-05-23 01:57:35,2022-05-23 02:00:02
2022-05-23 11:09:01,2022-05-23 11:09:50,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:00:02,2022-05-23 02:00:51
2022-05-23 11:09:50,2022-05-23 11:13:03,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:00:51,2022-05-23 02:04:04
2022-05-23 11:13:03,2022-05-23 11:16:29,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:04:04,2022-05-23 02:07:30
2022-05-23 11:16:29,2022-05-23 11:19:31,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:07:30,2022-05-23 02:10:32
2022-05-23 11:19:31,2022-05-23 11:21:11,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:10:32,2022-05-23 02:12:12
2022-05-23 11:21:12,2022-05-23 11:22:44,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:12:13,2022-05-23 02:13:45
2022-05-23 11:22:44,2022-05-23 11:30:50,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:13:45,2022-05-23 02:21:51
2022-05-23 11:30:50,2022-05-23 11:31:06,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:21:51,2022-05-23 02:22:07
2022-05-23 11:31:20,2022-05-23 11:32:25,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:22:21,2022-05-23 02:23:26
2022-05-23 11:32:28,2022-05-23 11:32:49,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:23:29,2022-05-23 02:23:50
2022-05-23 11:32:53,2022-05-23 11:36:49,In_Position_Sitting,annotator,POSTURE,2022-05-23 02:23:54,2022-05-23 02:27:50
2022-05-23 11:37:05,2022-05-23 11:37:29,In_Position_Upright,annotator,POSTURE,2022-05-23 02:28:06,2022-05-23 02:28:30
2022-05-23 11:37:30,2022-05-23 11:38:07,In_Position_Upright,annotator,POSTURE,2022-05-23 02:28:31,2022-05-23 02:29:08
2022-05-23 11:38:07,2022-05-23 11:38:19,In_Position_Upright,annotator,POSTURE,2022-05-23 02:29:08,2022-05-23 02:29:20
2022-05-23 11:38:19,2022-05-23 11:41:06,In_Position_Upright,annotator,POSTURE,2022-05-23 02:29:20,2022-05-23 02:32:07
2022-05-23 11:41:07,2022-05-23 11:41:23,In_Position_Upright,annotator,POSTURE,2022-05-23 02:32:08,2022-05-23 02:32:24
2022-05-23 11:41:23,2022-05-23 11:41:50,In_Position_Upright,annotator,POSTURE,2022-05-23 02:32:24,2022-05-23 02:32:51
2022-05-23 11:41:50,2022-05-23 11:42:10,In_Position_Upright,annotator,POSTURE,2022-05-23 02:32:51,2022-05-23 02:33:11
2022-05-23 11:42:10,2022-05-23 11:42:21,In_Position_Upright,annotator,POSTURE,2022-05-23 02:33:11,2022-05-23 02:33:22
2022-05-23 11:42:21,2022-05-23 11:42:41,In_Position_Upright,annotator,POSTURE,2022-05-23 02:33:22,2022-05-23 02:33:42
2022-05-23 11:42:41,2022-05-23 11:42:44,In_Position_Upright,annotator,POSTURE,2022-05-23 02:33:42,2022-05-23 02:33:45
2022-05-23 11:42:44,2022-05-23 11:42:45,In_Position_Upright,annotator,POSTURE,2022-05-23 02:33:45,2022-05-23 02:33:46
2022-05-23 11:42:45,2022-05-23 11:42:51,In_Position_Upright,annotator,POSTURE,2022-05-23 02:33:46,2022-05-23 02:33:52
2022-05-23 11:42:51,2022-05-23 11:43:03,In_Position_Upright,annotator,POSTURE,2022-05-23 02:33:52,2022-05-23 02:34:04
2022-05-23 11:43:03,2022-05-23 11:43:18,In_Position_Upright,annotator,POSTURE,2022-05-23 02:34:04,2022-05-23 02:34:19
2022-05-23 11:43:18,2022-05-23 11:43:25,In_Position_Upright,annotator,POSTURE,2022-05-23 02:34:19,2022-05-23 02:34:26
2022-05-23 11:43:25,2022-05-23 11:47:20,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-05-23 02:34:26,2022-05-23 02:38:21
2022-05-23 11:47:30,2022-05-23 11:47:51,In_Position_Upright,annotator,POSTURE,2022-05-23 02:38:31,2022-05-23 02:38:52
2022-05-23 11:47:54,2022-05-23 11:49:17,In_Position_Upright,annotator,POSTURE,2022-05-23 02:38:55,2022-05-23 02:40:18
2022-05-23 11:49:25,2022-05-23 12:05:03,Lying_On_Back,annotator,POSTURE,2022-05-23 02:40:26,2022-05-23 02:56:04
2022-05-23 12:05:10,2022-05-23 12:15:22,Lying_On_Back,annotator,POSTURE,2022-05-23 02:56:11,2022-05-23 03:06:23
2022-05-23 12:15:27,2022-05-23 12:16:36,Lying_On_Back,annotator,POSTURE,2022-05-23 03:06:28,2022-05-23 03:07:37
2022-05-23 12:16:43,2022-05-23 12:17:00,In_Position_Upright,annotator,POSTURE,2022-05-23 03:07:44,2022-05-23 03:08:01
2022-05-23 12:17:00,2022-05-23 12:17:17,In_Position_Upright,annotator,POSTURE,2022-05-23 03:08:01,2022-05-23 03:08:18
2022-05-23 12:17:31,2022-05-23 12:17:51,In_Position_Upright,annotator,POSTURE,2022-05-23 03:08:32,2022-05-23 03:08:52
2022-05-23 12:18:01,2022-05-23 12:18:34,In_Position_Upright,annotator,POSTURE,2022-05-23 03:09:02,2022-05-23 03:09:35
2022-05-23 12:18:34,2022-05-23 12:18:38,In_Position_Upright,annotator,POSTURE,2022-05-23 03:09:35,2022-05-23 03:09:39
2022-05-23 12:18:38,2022-05-23 12:18:49,In_Position_Upright,annotator,POSTURE,2022-05-23 03:09:39,2022-05-23 03:09:50
2022-05-23 12:18:49,2022-05-23 12:18:56,In_Position_Upright,annotator,POSTURE,2022-05-23 03:09:50,2022-05-23 03:09:57
2022-05-23 12:19:13,2022-05-23 12:19:49,In_Position_Upright,annotator,POSTURE,2022-05-23 03:10:14,2022-05-23 03:10:50
2022-05-23 12:20:01,2022-05-23 12:20:23,In_Position_Sitting,annotator,POSTURE,2022-05-23 03:11:02,2022-05-23 03:11:24
2022-05-23 12:20:42,2022-05-23 12:31:41,In_Position_Sitting,annotator,POSTURE,2022-05-23 03:11:43,2022-05-23 03:22:42
2022-05-23 12:31:44,2022-05-23 12:32:15,In_Position_Sitting,annotator,POSTURE,2022-05-23 03:22:45,2022-05-23 03:23:16
2022-05-23 12:32:19,2022-05-23 12:32:28,In_Position_Upright,annotator,POSTURE,2022-05-23 03:23:20,2022-05-23 03:23:29
2022-05-23 12:32:28,2022-05-23 12:32:47,In_Position_Upright,annotator,POSTURE,2022-05-23 03:23:29,2022-05-23 03:23:48
2022-05-23 12:32:56,2022-05-23 12:33:36,In_Position_Upright,annotator,POSTURE,2022-05-23 03:23:57,2022-05-23 03:24:37
2022-05-23 12:33:41,2022-05-23 12:33:57,Lying_On_Back,annotator,POSTURE,2022-05-23 03:24:42,2022-05-23 03:24:58
2022-05-23 12:33:57,2022-05-23 12:35:13,Lying_On_Back,annotator,POSTURE,2022-05-23 03:24:58,2022-05-23 03:26:14
2022-05-23 12:35:32,2022-05-23 12:36:39,Lying_On_Back,annotator,POSTURE,2022-05-23 03:26:33,2022-05-23 03:27:40
2022-05-23 12:36:51,2022-05-23 12:38:35,Lying_On_Back,annotator,POSTURE,2022-05-23 03:27:52,2022-05-23 03:29:36
2022-05-23 12:38:44,2022-05-23 12:38:47,Lying_On_Back,annotator,POSTURE,2022-05-23 03:29:45,2022-05-23 03:29:48
2022-05-23 12:38:53,2022-05-23 12:39:46,Lying_On_Back,annotator,POSTURE,2022-05-23 03:29:54,2022-05-23 03:30:47
2022-05-23 12:39:55,2022-05-23 12:40:36,Lying_On_Back,annotator,POSTURE,2022-05-23 03:30:56,2022-05-23 03:31:37
2022-05-23 12:40:36,2022-05-23 12:42:22,Lying_On_Back,annotator,POSTURE,2022-05-23 03:31:37,2022-05-23 03:33:23
2022-05-23 12:42:26,2022-05-23 12:50:32,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-05-23 03:33:27,2022-05-23 03:41:33
2022-05-23 12:50:34,2022-05-23 12:51:58,Lying_On_Back,annotator,POSTURE,2022-05-23 03:41:35,2022-05-23 03:42:59
2022-05-23 12:52:00,2022-05-23 12:54:06,Lying_On_Back,annotator,POSTURE,2022-05-23 03:43:01,2022-05-23 03:45:07
2022-05-23 12:54:17,2022-05-23 12:54:42,In_Position_Upright,annotator,POSTURE,2022-05-23 03:45:18,2022-05-23 03:45:43
2022-05-23 12:54:55,2022-05-23 12:55:19,In_Position_Upright,annotator,POSTURE,2022-05-23 03:45:56,2022-05-23 03:46:20
2022-05-23 12:55:20,2022-05-23 12:55:36,In_Position_Upright,annotator,POSTURE,2022-05-23 03:46:21,2022-05-23 03:46:37
2022-05-23 12:55:36,2022-05-23 12:55:59,In_Position_Upright,annotator,POSTURE,2022-05-23 03:46:37,2022-05-23 03:47:00
2022-05-23 12:55:59,2022-05-23 12:56:13,In_Position_Upright,annotator,POSTURE,2022-05-23 03:47:00,2022-05-23 03:47:14
2022-05-23 12:56:15,2022-05-23 12:56:39,In_Position_Upright,annotator,POSTURE,2022-05-23 03:47:16,2022-05-23 03:47:40
2022-05-23 12:56:41,2022-05-23 12:57:38,In_Position_Upright,annotator,POSTURE,2022-05-23 03:47:42,2022-05-23 03:48:39
2022-05-23 12:57:40,2022-05-23 12:57:48,In_Position_Upright,annotator,POSTURE,2022-05-23 03:48:41,2022-05-23 03:48:49
2022-05-23 12:57:50,2022-05-23 12:58:27,In_Position_Upright,annotator,POSTURE,2022-05-23 03:48:51,2022-05-23 03:49:28
2022-05-23 12:58:36,2022-05-23 13:01:41,In_Position_Sitting,annotator,POSTURE,2022-05-23 03:49:37,2022-05-23 03:52:42
2022-05-23 13:01:42,2022-05-23 13:08:34,In_Position_Sitting,annotator,POSTURE,2022-05-23 03:52:43,2022-05-23 03:59:35
2022-05-23 13:08:34,2022-05-23 13:09:07,In_Position_Sitting,annotator,POSTURE,2022-05-23 03:59:35,2022-05-23 04:00:08
2022-05-23 13:09:53,2022-05-23 13:11:53,In_Position_Sitting,annotator,POSTURE,2022-05-23 04:00:54,2022-05-23 04:02:54
2022-05-23 13:12:03,2022-05-23 13:12:53,In_Position_Upright,annotator,POSTURE,2022-05-23 04:03:04,2022-05-23 04:03:54
2022-05-23 13:12:53,2022-05-23 13:13:40,In_Position_Upright,annotator,POSTURE,2022-05-23 04:03:54,2022-05-23 04:04:41
2022-05-23 13:13:40,2022-05-23 13:14:10,In_Position_Upright,annotator,POSTURE,2022-05-23 04:04:41,2022-05-23 04:05:11
2022-05-23 13:14:24,2022-05-23 13:16:00,In_Position_Upright,annotator,POSTURE,2022-05-23 04:05:25,2022-05-23 04:07:01
2022-05-23 13:16:01,2022-05-23 13:17:42,In_Position_Upright,annotator,POSTURE,2022-05-23 04:07:02,2022-05-23 04:08:43
2022-05-23 13:17:43,2022-05-23 13:18:13,In_Position_Upright,annotator,POSTURE,2022-05-23 04:08:44,2022-05-23 04:09:14
2022-05-23 13:18:14,2022-05-23 13:18:31,In_Position_Upright,annotator,POSTURE,2022-05-23 04:09:15,2022-05-23 04:09:32
2022-05-23 13:18:31,2022-05-23 13:20:32,In_Position_Upright,annotator,POSTURE,2022-05-23 04:09:32,2022-05-23 04:11:33
2022-05-23 13:20:35,2022-05-23 13:23:10,In_Position_Kneeling,annotator,POSTURE,2022-05-23 04:11:36,2022-05-23 04:14:11
2022-05-23 13:23:11,2022-05-23 13:24:18,In_Position_Upright,annotator,POSTURE,2022-05-23 04:14:12,2022-05-23 04:15:19
2022-05-23 13:24:20,2022-05-23 13:24:41,In_Position_Upright,annotator,POSTURE,2022-05-23 04:15:21,2022-05-23 04:15:42
2022-05-23 13:24:45,2022-05-23 13:25:27,In_Position_Upright,annotator,POSTURE,2022-05-23 04:15:46,2022-05-23 04:16:28
2022-05-23 13:25:27,2022-05-23 13:26:24,In_Position_Upright,annotator,POSTURE,2022-05-23 04:16:28,2022-05-23 04:17:25
2022-05-23 13:26:25,2022-05-23 13:27:35,In_Position_Upright,annotator,POSTURE,2022-05-23 04:17:26,2022-05-23 04:18:36
2022-05-23 13:27:37,2022-05-23 13:28:33,In_Position_Upright,annotator,POSTURE,2022-05-23 04:18:38,2022-05-23 04:19:34
2022-05-23 13:28:36,2022-05-23 13:29:44,In_Position_Upright,annotator,POSTURE,2022-05-23 04:19:37,2022-05-23 04:20:45
2022-05-23 13:29:47,2022-05-23 13:54:32,Lying_On_Back,annotator,POSTURE,2022-05-23 04:20:48,2022-05-23 04:45:33
2022-05-23 13:54:34,2022-05-23 13:56:35,In_Position_Upright,annotator,POSTURE,2022-05-23 04:45:35,2022-05-23 04:47:36
2022-05-23 13:56:36,2022-05-23 13:57:06,In_Position_Upright,annotator,POSTURE,2022-05-23 04:47:37,2022-05-23 04:48:07
2022-05-23 13:57:07,2022-05-23 13:57:28,In_Position_Upright,annotator,POSTURE,2022-05-23 04:48:08,2022-05-23 04:48:29
2022-05-23 13:57:28,2022-05-23 14:01:24,In_Position_Upright,annotator,POSTURE,2022-05-23 04:48:29,2022-05-23 04:52:25
2022-05-23 14:01:24,2022-05-23 14:01:45,In_Position_Upright,annotator,POSTURE,2022-05-23 04:52:25,2022-05-23 04:52:46
2022-05-23 14:01:45,2022-05-23 14:02:19,In_Position_Upright,annotator,POSTURE,2022-05-23 04:52:46,2022-05-23 04:53:20
2022-05-23 14:02:34,2022-05-23 14:03:21,In_Position_Upright,annotator,POSTURE,2022-05-23 04:53:35,2022-05-23 04:54:22
2022-05-23 14:03:21,2022-05-23 14:04:22,In_Position_Upright,annotator,POSTURE,2022-05-23 04:54:22,2022-05-23 04:55:23
2022-05-23 14:04:23,2022-05-23 14:05:16,In_Position_Upright,annotator,POSTURE,2022-05-23 04:55:24,2022-05-23 04:56:17
2022-05-23 14:05:18,2022-05-23 14:05:58,In_Position_Upright,annotator,POSTURE,2022-05-23 04:56:19,2022-05-23 04:56:59
2022-05-23 14:06:01,2022-05-23 14:09:17,In_Position_Sitting,annotator,POSTURE,2022-05-23 04:57:02,2022-05-23 05:00:18
2022-05-23 14:09:18,2022-05-23 14:10:02,In_Position_Upright,annotator,POSTURE,2022-05-23 05:00:19,2022-05-23 05:01:03
2022-05-23 14:10:02,2022-05-23 14:42:15,In_Position_Sitting,annotator,POSTURE,2022-05-23 05:01:03,2022-05-23 05:33:16
2022-05-23 14:42:16,2022-05-23 14:44:36,In_Position_Upright,annotator,POSTURE,2022-05-23 05:33:17,2022-05-23 05:35:37
2022-05-23 14:44:38,2022-05-23 14:46:16,In_Position_Upright,annotator,POSTURE,2022-05-23 05:35:39,2022-05-23 05:37:17
