START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_END_TIME
2022-05-24 07:53:07,2022-05-24 07:53:20,HLB_Unlabeled,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:00:01,2022-05-24 00:00:14
2022-05-24 07:53:20,2022-05-24 07:54:33,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:00:14,2022-05-24 00:01:27
2022-05-24 07:54:33,2022-05-24 07:56:28,HLB_Indecipherable/Video_Insufficient,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:01:27,2022-05-24 00:03:22
2022-05-24 07:56:28,2022-05-24 07:56:42,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:03:22,2022-05-24 00:03:36
2022-05-24 07:56:42,2022-05-24 07:57:14,HLB_Unlabeled,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:03:36,2022-05-24 00:04:08
2022-05-24 07:57:19,2022-05-24 07:57:37,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:04:13,2022-05-24 00:04:31
2022-05-24 07:57:37,2022-05-24 07:57:38,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:04:31,2022-05-24 00:04:32
2022-05-24 07:57:39,2022-05-24 07:58:56,Dressing/Undressing,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:04:33,2022-05-24 00:05:50
2022-05-24 07:58:56,2022-05-24 07:59:00,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:05:50,2022-05-24 00:05:54
2022-05-24 07:59:00,2022-05-24 07:59:24,Grooming/Self_Care,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:05:54,2022-05-24 00:06:18
2022-05-24 07:59:24,2022-05-24 07:59:46,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:06:18,2022-05-24 00:06:40
2022-05-24 07:59:46,2022-05-24 08:00:02,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:06:40,2022-05-24 00:06:56
2022-05-24 08:18:16,2022-05-24 08:18:17,Meeting_Formal_Gathering_In_Person, Working_Other,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:25:10,2022-05-24 00:25:11
2022-05-24 08:18:17,2022-05-24 08:19:24,Meeting_Formal_Gathering_In_Person, Working_Other,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:25:11,2022-05-24 00:26:18
2022-05-24 08:19:24,2022-05-24 08:20:04,Meeting_Formal_Gathering_In_Person, Working_Other,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:26:18,2022-05-24 00:26:58
2022-05-24 08:20:04,2022-05-24 08:21:07,Meeting_Formal_Gathering_In_Person, Working_Other,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:26:58,2022-05-24 00:28:01
2022-05-24 08:21:07,2022-05-24 08:21:23,Meeting_Formal_Gathering_In_Person, Working_Other,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:28:01,2022-05-24 00:28:17
2022-05-24 08:21:23,2022-05-24 08:21:42,HLB_Indecipherable/Video_Insufficient,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:28:17,2022-05-24 00:28:36
2022-05-24 08:21:42,2022-05-24 08:22:26,Working_Other, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:28:36,2022-05-24 00:29:20
2022-05-24 08:22:26,2022-05-24 08:22:46,Working_Other, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:29:20,2022-05-24 00:29:40
2022-05-24 08:22:46,2022-05-24 08:23:45,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:29:40,2022-05-24 00:30:39
2022-05-24 08:23:45,2022-05-24 08:27:06,HLB_Unlabeled, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:30:39,2022-05-24 00:34:00
2022-05-24 08:27:06,2022-05-24 08:27:36,Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:34:00,2022-05-24 00:34:30
2022-05-24 08:27:36,2022-05-24 08:28:02,Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:34:30,2022-05-24 00:34:56
2022-05-24 08:28:02,2022-05-24 08:28:38,Meeting _Social_Gathering_In_Person, Watching_Lecture,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:34:56,2022-05-24 00:35:32
2022-05-24 08:28:38,2022-05-24 08:28:52,Watching_Lecture, Meeting _Social_Gathering_In_Person, Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:35:32,2022-05-24 00:35:46
2022-05-24 08:28:52,2022-05-24 08:29:06,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:35:46,2022-05-24 00:36:00
2022-05-24 08:29:06,2022-05-24 08:29:37,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:36:00,2022-05-24 00:36:31
2022-05-24 08:29:37,2022-05-24 08:32:43,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:36:31,2022-05-24 00:39:37
2022-05-24 08:32:43,2022-05-24 08:33:08,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:39:37,2022-05-24 00:40:02
2022-05-24 08:33:08,2022-05-24 08:34:19,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:40:02,2022-05-24 00:41:13
2022-05-24 08:34:19,2022-05-24 08:34:44,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:41:13,2022-05-24 00:41:38
2022-05-24 08:34:44,2022-05-24 08:35:57,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:41:38,2022-05-24 00:42:51
2022-05-24 08:35:57,2022-05-24 08:36:56,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:42:51,2022-05-24 00:43:50
2022-05-24 08:36:56,2022-05-24 08:37:04,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:43:50,2022-05-24 00:43:58
2022-05-24 08:37:04,2022-05-24 08:37:24,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:43:58,2022-05-24 00:44:18
2022-05-24 08:37:24,2022-05-24 08:38:00,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:44:18,2022-05-24 00:44:54
2022-05-24 08:38:00,2022-05-24 08:39:24,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:44:54,2022-05-24 00:46:18
2022-05-24 08:39:24,2022-05-24 08:40:11,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:46:18,2022-05-24 00:47:05
2022-05-24 08:40:11,2022-05-24 08:40:32,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:47:05,2022-05-24 00:47:26
2022-05-24 08:40:32,2022-05-24 08:40:42,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:47:26,2022-05-24 00:47:36
2022-05-24 08:40:42,2022-05-24 08:41:04,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:47:36,2022-05-24 00:47:58
2022-05-24 08:41:04,2022-05-24 08:42:12,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:47:58,2022-05-24 00:49:06
2022-05-24 08:42:12,2022-05-24 08:42:16,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:06,2022-05-24 00:49:10
2022-05-24 08:42:16,2022-05-24 08:42:34,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:10,2022-05-24 00:49:28
2022-05-24 08:42:34,2022-05-24 08:42:52,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:28,2022-05-24 00:49:46
2022-05-24 08:42:52,2022-05-24 08:42:52,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:46,2022-05-24 00:49:46
2022-05-24 08:42:52,2022-05-24 08:42:58,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:46,2022-05-24 00:49:52
2022-05-24 08:42:58,2022-05-24 08:43:08,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:52,2022-05-24 00:50:02
2022-05-24 08:43:08,2022-05-24 08:43:30,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:50:02,2022-05-24 00:50:24
2022-05-24 08:43:30,2022-05-24 08:43:43,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:50:24,2022-05-24 00:50:37
2022-05-24 08:43:43,2022-05-24 08:44:32,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:50:37,2022-05-24 00:51:26
2022-05-24 08:44:32,2022-05-24 08:44:41,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:51:26,2022-05-24 00:51:35
2022-05-24 08:44:41,2022-05-24 08:45:18,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:51:35,2022-05-24 00:52:12
2022-05-24 08:45:18,2022-05-24 08:46:04,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:52:12,2022-05-24 00:52:58
2022-05-24 08:46:04,2022-05-24 08:48:05,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:52:58,2022-05-24 00:54:59
2022-05-24 08:48:05,2022-05-24 08:48:32,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:54:59,2022-05-24 00:55:26
2022-05-24 08:48:32,2022-05-24 08:49:17,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:55:26,2022-05-24 00:56:11
2022-05-24 08:49:17,2022-05-24 08:49:42,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:56:11,2022-05-24 00:56:36
2022-05-24 08:49:42,2022-05-24 08:51:08,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:56:36,2022-05-24 00:58:02
2022-05-24 08:51:08,2022-05-24 08:51:35,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:58:02,2022-05-24 00:58:29
2022-05-24 08:51:35,2022-05-24 08:52:14,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:58:29,2022-05-24 00:59:08
2022-05-24 08:52:14,2022-05-24 08:53:57,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:59:08,2022-05-24 01:00:51
2022-05-24 08:53:57,2022-05-24 08:54:52,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:00:51,2022-05-24 01:01:46
2022-05-24 08:54:52,2022-05-24 08:55:12,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:01:46,2022-05-24 01:02:06
2022-05-24 08:55:12,2022-05-24 08:55:18,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:02:06,2022-05-24 01:02:12
2022-05-24 08:55:18,2022-05-24 08:55:59,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:02:12,2022-05-24 01:02:53
2022-05-24 08:55:59,2022-05-24 08:56:08,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:02:53,2022-05-24 01:03:02
2022-05-24 08:56:08,2022-05-24 08:56:42,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:03:02,2022-05-24 01:03:36
2022-05-24 08:56:42,2022-05-24 08:57:19,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:03:36,2022-05-24 01:04:13
2022-05-24 08:57:19,2022-05-24 08:57:30,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:04:13,2022-05-24 01:04:24
2022-05-24 08:57:30,2022-05-24 08:57:59,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:04:24,2022-05-24 01:04:53
2022-05-24 08:57:59,2022-05-24 08:58:45,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:04:53,2022-05-24 01:05:39
2022-05-24 08:58:45,2022-05-24 08:58:58,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:05:39,2022-05-24 01:05:52
2022-05-24 08:58:58,2022-05-24 09:01:02,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:05:52,2022-05-24 01:07:56
2022-05-24 09:01:02,2022-05-24 09:01:47,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:07:56,2022-05-24 01:08:41
2022-05-24 09:01:47,2022-05-24 09:01:56,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:08:41,2022-05-24 01:08:50
2022-05-24 09:01:56,2022-05-24 09:02:22,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:08:50,2022-05-24 01:09:16
2022-05-24 09:02:22,2022-05-24 09:02:30,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:09:16,2022-05-24 01:09:24
2022-05-24 09:02:30,2022-05-24 09:02:42,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:09:24,2022-05-24 01:09:36
2022-05-24 09:02:42,2022-05-24 09:03:04,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:09:36,2022-05-24 01:09:58
2022-05-24 09:03:04,2022-05-24 09:03:34,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:09:58,2022-05-24 01:10:28
2022-05-24 09:03:34,2022-05-24 09:04:29,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:10:28,2022-05-24 01:11:23
2022-05-24 09:04:29,2022-05-24 09:04:57,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:11:23,2022-05-24 01:11:51
2022-05-24 09:04:57,2022-05-24 09:05:09,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:11:51,2022-05-24 01:12:03
2022-05-24 09:05:09,2022-05-24 09:05:21,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:12:03,2022-05-24 01:12:15
2022-05-24 09:05:21,2022-05-24 09:05:42,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:12:15,2022-05-24 01:12:36
2022-05-24 09:05:42,2022-05-24 09:05:56,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:12:36,2022-05-24 01:12:50
2022-05-24 09:05:56,2022-05-24 09:06:08,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:12:50,2022-05-24 01:13:02
2022-05-24 09:06:08,2022-05-24 09:06:30,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:13:02,2022-05-24 01:13:24
2022-05-24 09:06:30,2022-05-24 09:07:14,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:13:24,2022-05-24 01:14:08
2022-05-24 09:07:14,2022-05-24 09:09:04,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:14:08,2022-05-24 01:15:58
2022-05-24 09:09:04,2022-05-24 09:11:37,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:15:58,2022-05-24 01:18:31
2022-05-24 09:11:37,2022-05-24 09:12:02,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:18:31,2022-05-24 01:18:56
2022-05-24 09:12:02,2022-05-24 09:12:22,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:18:56,2022-05-24 01:19:16
2022-05-24 09:12:22,2022-05-24 09:12:33,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:19:16,2022-05-24 01:19:27
2022-05-24 09:12:33,2022-05-24 09:13:05,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:19:27,2022-05-24 01:19:59
2022-05-24 09:13:05,2022-05-24 09:13:19,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:19:59,2022-05-24 01:20:13
2022-05-24 09:13:19,2022-05-24 09:13:23,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:20:13,2022-05-24 01:20:17
2022-05-24 09:13:23,2022-05-24 09:13:35,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:20:17,2022-05-24 01:20:29
2022-05-24 09:13:35,2022-05-24 09:13:49,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:20:29,2022-05-24 01:20:43
2022-05-24 09:13:49,2022-05-24 09:14:26,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:20:43,2022-05-24 01:21:20
2022-05-24 09:14:26,2022-05-24 09:15:08,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:21:20,2022-05-24 01:22:02
2022-05-24 09:15:08,2022-05-24 09:16:17,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:22:02,2022-05-24 01:23:11
2022-05-24 09:16:17,2022-05-24 09:16:33,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:23:11,2022-05-24 01:23:27
2022-05-24 09:16:33,2022-05-24 09:17:13,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:23:27,2022-05-24 01:24:07
2022-05-24 09:17:13,2022-05-24 09:18:16,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:24:07,2022-05-24 01:25:10
2022-05-24 09:18:16,2022-05-24 09:19:08,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:25:10,2022-05-24 01:26:02
2022-05-24 09:19:08,2022-05-24 09:20:53,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:26:02,2022-05-24 01:27:47
2022-05-24 09:20:53,2022-05-24 09:21:02,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:27:47,2022-05-24 01:27:56
2022-05-24 09:21:02,2022-05-24 09:21:08,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:27:56,2022-05-24 01:28:02
2022-05-24 09:21:08,2022-05-24 09:21:37,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:28:02,2022-05-24 01:28:31
2022-05-24 09:21:37,2022-05-24 09:22:03,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:28:31,2022-05-24 01:28:57
2022-05-24 09:22:03,2022-05-24 09:22:09,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:28:57,2022-05-24 01:29:03
2022-05-24 09:22:09,2022-05-24 09:23:52,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:29:03,2022-05-24 01:30:46
2022-05-24 09:23:52,2022-05-24 09:24:14,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:30:46,2022-05-24 01:31:08
2022-05-24 09:24:14,2022-05-24 09:25:59,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:31:08,2022-05-24 01:32:53
2022-05-24 09:25:59,2022-05-24 09:28:24,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:32:53,2022-05-24 01:35:18
2022-05-24 09:28:24,2022-05-24 09:28:38,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:35:18,2022-05-24 01:35:32
