START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_END_TIME
2022-06-03 09:35:04,2022-06-03 09:35:10,In_Position_Upright,annotator,POSTURE,2022-06-03 00:07:18,2022-06-03 00:07:24
2022-06-03 09:35:10,2022-06-03 09:35:17,In_Position_Upright,annotator,POSTURE,2022-06-03 00:07:24,2022-06-03 00:07:31
2022-06-03 09:35:17,2022-06-03 09:35:29,In_Position_Upright,annotator,POSTURE,2022-06-03 00:07:31,2022-06-03 00:07:43
2022-06-03 09:35:29,2022-06-03 09:36:08,In_Position_Upright,annotator,POSTURE,2022-06-03 00:07:43,2022-06-03 00:08:22
2022-06-03 09:36:08,2022-06-03 09:36:34,In_Position_Upright,annotator,POSTURE,2022-06-03 00:08:22,2022-06-03 00:08:48
2022-06-03 09:36:34,2022-06-03 09:36:50,In_Position_Upright,annotator,POSTURE,2022-06-03 00:08:48,2022-06-03 00:09:04
2022-06-03 09:36:50,2022-06-03 09:37:01,In_Position_Upright,annotator,POSTURE,2022-06-03 00:09:04,2022-06-03 00:09:15
2022-06-03 09:37:01,2022-06-03 09:37:05,In_Position_Upright,annotator,POSTURE,2022-06-03 00:09:15,2022-06-03 00:09:19
2022-06-03 09:37:05,2022-06-03 09:37:10,In_Position_Upright,annotator,POSTURE,2022-06-03 00:09:19,2022-06-03 00:09:24
2022-06-03 09:37:10,2022-06-03 09:39:02,In_Position_Upright,annotator,POSTURE,2022-06-03 00:09:24,2022-06-03 00:11:16
2022-06-03 09:39:02,2022-06-03 09:39:50,In_Position_Upright,annotator,POSTURE,2022-06-03 00:11:16,2022-06-03 00:12:04
2022-06-03 09:39:50,2022-06-03 09:41:09,In_Position_Upright,annotator,POSTURE,2022-06-03 00:12:04,2022-06-03 00:13:23
2022-06-03 09:41:09,2022-06-03 09:41:27,In_Position_Upright,annotator,POSTURE,2022-06-03 00:13:23,2022-06-03 00:13:41
2022-06-03 09:41:27,2022-06-03 09:41:46,In_Position_Upright,annotator,POSTURE,2022-06-03 00:13:41,2022-06-03 00:14:00
2022-06-03 09:41:46,2022-06-03 09:43:32,In_Position_Upright,annotator,POSTURE,2022-06-03 00:14:00,2022-06-03 00:15:46
2022-06-03 09:43:32,2022-06-03 09:44:04,In_Position_Upright,annotator,POSTURE,2022-06-03 00:15:46,2022-06-03 00:16:18
2022-06-03 09:44:04,2022-06-03 09:44:27,In_Position_Upright,annotator,POSTURE,2022-06-03 00:16:18,2022-06-03 00:16:41
2022-06-03 09:44:27,2022-06-03 09:44:43,In_Position_Upright,annotator,POSTURE,2022-06-03 00:16:41,2022-06-03 00:16:57
2022-06-03 09:44:43,2022-06-03 09:48:08,In_Position_Upright,annotator,POSTURE,2022-06-03 00:16:57,2022-06-03 00:20:22
2022-06-03 09:48:08,2022-06-03 09:49:27,In_Position_Upright,annotator,POSTURE,2022-06-03 00:20:22,2022-06-03 00:21:41
2022-06-03 09:49:27,2022-06-03 09:50:31,In_Position_Upright,annotator,POSTURE,2022-06-03 00:21:41,2022-06-03 00:22:45
2022-06-03 09:50:31,2022-06-03 09:50:58,In_Position_Upright,annotator,POSTURE,2022-06-03 00:22:45,2022-06-03 00:23:12
2022-06-03 09:50:58,2022-06-03 09:51:31,In_Position_Upright,annotator,POSTURE,2022-06-03 00:23:12,2022-06-03 00:23:45
2022-06-03 09:51:31,2022-06-03 09:52:12,In_Position_Upright,annotator,POSTURE,2022-06-03 00:23:45,2022-06-03 00:24:26
2022-06-03 09:52:12,2022-06-03 09:52:39,In_Position_Upright,annotator,POSTURE,2022-06-03 00:24:26,2022-06-03 00:24:53
2022-06-03 09:52:39,2022-06-03 09:53:08,In_Position_Upright,annotator,POSTURE,2022-06-03 00:24:53,2022-06-03 00:25:22
2022-06-03 09:53:08,2022-06-03 09:53:49,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 00:25:22,2022-06-03 00:26:03
2022-06-03 09:53:49,2022-06-03 09:54:37,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 00:26:03,2022-06-03 00:26:51
2022-06-03 09:54:37,2022-06-03 09:54:59,In_Position_Upright,annotator,POSTURE,2022-06-03 00:26:51,2022-06-03 00:27:13
2022-06-03 09:54:59,2022-06-03 09:55:25,In_Position_Upright,annotator,POSTURE,2022-06-03 00:27:13,2022-06-03 00:27:39
2022-06-03 09:55:25,2022-06-03 09:55:52,In_Position_Upright,annotator,POSTURE,2022-06-03 00:27:39,2022-06-03 00:28:06
2022-06-03 09:55:52,2022-06-03 09:56:09,In_Position_Upright,annotator,POSTURE,2022-06-03 00:28:06,2022-06-03 00:28:23
2022-06-03 09:56:09,2022-06-03 09:56:39,In_Position_Upright,annotator,POSTURE,2022-06-03 00:28:23,2022-06-03 00:28:53
2022-06-03 09:56:39,2022-06-03 09:56:50,In_Position_Upright,annotator,POSTURE,2022-06-03 00:28:53,2022-06-03 00:29:04
2022-06-03 09:56:50,2022-06-03 09:57:02,In_Position_Upright,annotator,POSTURE,2022-06-03 00:29:04,2022-06-03 00:29:16
2022-06-03 09:57:02,2022-06-03 09:57:20,In_Position_Kneeling,annotator,POSTURE,2022-06-03 00:29:16,2022-06-03 00:29:34
2022-06-03 09:57:20,2022-06-03 09:59:17,In_Position_Upright,annotator,POSTURE,2022-06-03 00:29:34,2022-06-03 00:31:31
2022-06-03 09:59:17,2022-06-03 09:59:40,In_Position_Upright,annotator,POSTURE,2022-06-03 00:31:31,2022-06-03 00:31:54
2022-06-03 09:59:40,2022-06-03 09:59:57,In_Position_Upright,annotator,POSTURE,2022-06-03 00:31:54,2022-06-03 00:32:11
2022-06-03 09:59:57,2022-06-03 10:00:20,In_Position_Upright,annotator,POSTURE,2022-06-03 00:32:11,2022-06-03 00:32:34
2022-06-03 10:00:20,2022-06-03 10:02:30,In_Position_Upright,annotator,POSTURE,2022-06-03 00:32:34,2022-06-03 00:34:44
2022-06-03 10:02:30,2022-06-03 10:05:06,In_Position_Upright,annotator,POSTURE,2022-06-03 00:34:44,2022-06-03 00:37:20
2022-06-03 10:05:06,2022-06-03 10:06:32,In_Position_Upright,annotator,POSTURE,2022-06-03 00:37:20,2022-06-03 00:38:46
2022-06-03 10:06:32,2022-06-03 10:07:06,In_Position_Upright,annotator,POSTURE,2022-06-03 00:38:46,2022-06-03 00:39:20
2022-06-03 10:07:06,2022-06-03 10:09:56,In_Position_Upright,annotator,POSTURE,2022-06-03 00:39:20,2022-06-03 00:42:10
2022-06-03 10:09:56,2022-06-03 10:11:02,In_Position_Upright,annotator,POSTURE,2022-06-03 00:42:10,2022-06-03 00:43:16
2022-06-03 10:11:02,2022-06-03 10:13:14,In_Position_Upright,annotator,POSTURE,2022-06-03 00:43:16,2022-06-03 00:45:28
2022-06-03 10:13:14,2022-06-03 10:13:33,In_Position_Upright,annotator,POSTURE,2022-06-03 00:45:28,2022-06-03 00:45:47
2022-06-03 10:13:33,2022-06-03 10:13:33,In_Position_Upright,annotator,POSTURE,2022-06-03 00:45:47,2022-06-03 00:45:47
2022-06-03 10:13:33,2022-06-03 10:13:58,In_Position_Upright,annotator,POSTURE,2022-06-03 00:45:47,2022-06-03 00:46:12
2022-06-03 10:13:58,2022-06-03 10:14:21,In_Position_Upright,annotator,POSTURE,2022-06-03 00:46:12,2022-06-03 00:46:35
2022-06-03 10:14:21,2022-06-03 10:14:46,In_Position_Upright,annotator,POSTURE,2022-06-03 00:46:35,2022-06-03 00:47:00
2022-06-03 10:14:46,2022-06-03 10:15:03,In_Position_Upright,annotator,POSTURE,2022-06-03 00:47:00,2022-06-03 00:47:17
2022-06-03 10:15:03,2022-06-03 10:15:55,In_Position_Upright,annotator,POSTURE,2022-06-03 00:47:17,2022-06-03 00:48:09
2022-06-03 10:15:55,2022-06-03 10:16:36,In_Position_Upright,annotator,POSTURE,2022-06-03 00:48:09,2022-06-03 00:48:50
2022-06-03 10:16:36,2022-06-03 10:17:21,In_Position_Upright,annotator,POSTURE,2022-06-03 00:48:50,2022-06-03 00:49:35
2022-06-03 10:17:21,2022-06-03 10:17:59,In_Position_Upright,annotator,POSTURE,2022-06-03 00:49:35,2022-06-03 00:50:13
2022-06-03 10:17:59,2022-06-03 10:18:08,In_Position_Upright,annotator,POSTURE,2022-06-03 00:50:13,2022-06-03 00:50:22
2022-06-03 10:18:08,2022-06-03 10:18:54,In_Position_Upright,annotator,POSTURE,2022-06-03 00:50:22,2022-06-03 00:51:08
2022-06-03 10:18:54,2022-06-03 10:19:39,In_Position_Upright,annotator,POSTURE,2022-06-03 00:51:08,2022-06-03 00:51:53
2022-06-03 10:19:39,2022-06-03 10:20:57,In_Position_Upright,annotator,POSTURE,2022-06-03 00:51:53,2022-06-03 00:53:11
2022-06-03 10:20:57,2022-06-03 10:21:11,In_Position_Upright,annotator,POSTURE,2022-06-03 00:53:11,2022-06-03 00:53:25
2022-06-03 10:21:11,2022-06-03 10:21:21,In_Position_Upright,annotator,POSTURE,2022-06-03 00:53:25,2022-06-03 00:53:35
2022-06-03 10:21:21,2022-06-03 10:21:40,In_Position_Upright,annotator,POSTURE,2022-06-03 00:53:35,2022-06-03 00:53:54
2022-06-03 10:21:40,2022-06-03 10:22:27,In_Position_Upright,annotator,POSTURE,2022-06-03 00:53:54,2022-06-03 00:54:41
2022-06-03 10:22:27,2022-06-03 10:22:40,In_Position_Upright,annotator,POSTURE,2022-06-03 00:54:41,2022-06-03 00:54:54
2022-06-03 10:22:40,2022-06-03 10:22:51,In_Position_Upright,annotator,POSTURE,2022-06-03 00:54:54,2022-06-03 00:55:05
2022-06-03 10:22:51,2022-06-03 10:24:07,In_Position_Upright,annotator,POSTURE,2022-06-03 00:55:05,2022-06-03 00:56:21
2022-06-03 10:24:07,2022-06-03 10:24:29,In_Position_Upright,annotator,POSTURE,2022-06-03 00:56:21,2022-06-03 00:56:43
2022-06-03 10:24:29,2022-06-03 10:26:02,In_Position_Upright,annotator,POSTURE,2022-06-03 00:56:43,2022-06-03 00:58:16
2022-06-03 10:26:02,2022-06-03 10:27:30,In_Position_Upright,annotator,POSTURE,2022-06-03 00:58:16,2022-06-03 00:59:44
2022-06-03 10:27:30,2022-06-03 10:27:55,In_Position_Upright,annotator,POSTURE,2022-06-03 00:59:44,2022-06-03 01:00:09
2022-06-03 10:27:55,2022-06-03 10:28:10,In_Position_Upright,annotator,POSTURE,2022-06-03 01:00:09,2022-06-03 01:00:24
2022-06-03 10:28:10,2022-06-03 10:29:02,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:00:24,2022-06-03 01:01:16
2022-06-03 10:29:02,2022-06-03 10:29:27,In_Position_Upright,annotator,POSTURE,2022-06-03 01:01:16,2022-06-03 01:01:41
2022-06-03 10:29:27,2022-06-03 10:30:14,In_Position_Upright,annotator,POSTURE,2022-06-03 01:01:41,2022-06-03 01:02:28
2022-06-03 10:30:14,2022-06-03 10:30:43,In_Position_Upright,annotator,POSTURE,2022-06-03 01:02:28,2022-06-03 01:02:57
2022-06-03 10:30:43,2022-06-03 10:31:12,In_Position_Upright,annotator,POSTURE,2022-06-03 01:02:57,2022-06-03 01:03:26
2022-06-03 10:31:14,2022-06-03 10:31:56,In_Position_Upright,annotator,POSTURE,2022-06-03 01:03:28,2022-06-03 01:04:10
2022-06-03 10:31:56,2022-06-03 10:33:39,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:04:10,2022-06-03 01:05:53
2022-06-03 10:33:39,2022-06-03 10:34:11,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:05:53,2022-06-03 01:06:25
2022-06-03 10:34:11,2022-06-03 10:35:20,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:06:25,2022-06-03 01:07:34
2022-06-03 10:35:20,2022-06-03 10:35:49,In_Position_Upright,annotator,POSTURE,2022-06-03 01:07:34,2022-06-03 01:08:03
2022-06-03 10:35:49,2022-06-03 10:44:25,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:08:03,2022-06-03 01:16:39
2022-06-03 10:44:30,2022-06-03 10:45:13,In_Position_Upright,annotator,POSTURE,2022-06-03 01:16:44,2022-06-03 01:17:27
2022-06-03 10:45:13,2022-06-03 10:46:16,In_Position_Upright,annotator,POSTURE,2022-06-03 01:17:27,2022-06-03 01:18:30
2022-06-03 10:46:16,2022-06-03 10:46:31,In_Position_Upright,annotator,POSTURE,2022-06-03 01:18:30,2022-06-03 01:18:45
2022-06-03 10:46:31,2022-06-03 10:47:06,In_Position_Upright,annotator,POSTURE,2022-06-03 01:18:45,2022-06-03 01:19:20
2022-06-03 10:47:06,2022-06-03 10:48:21,In_Position_Upright,annotator,POSTURE,2022-06-03 01:19:20,2022-06-03 01:20:35
2022-06-03 10:48:21,2022-06-03 10:50:45,In_Position_Upright,annotator,POSTURE,2022-06-03 01:20:35,2022-06-03 01:22:59
2022-06-03 10:50:45,2022-06-03 10:51:16,In_Position_Upright,annotator,POSTURE,2022-06-03 01:22:59,2022-06-03 01:23:30
2022-06-03 10:51:16,2022-06-03 10:53:15,In_Position_Upright,annotator,POSTURE,2022-06-03 01:23:30,2022-06-03 01:25:29
2022-06-03 10:53:15,2022-06-03 10:57:54,In_Position_Upright,annotator,POSTURE,2022-06-03 01:25:29,2022-06-03 01:30:08
2022-06-03 10:57:54,2022-06-03 10:58:11,In_Position_Upright,annotator,POSTURE,2022-06-03 01:30:08,2022-06-03 01:30:25
2022-06-03 10:58:11,2022-06-03 11:00:16,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:30:25,2022-06-03 01:32:30
2022-06-03 11:00:16,2022-06-03 11:03:07,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:32:30,2022-06-03 01:35:21
2022-06-03 11:03:07,2022-06-03 11:09:22,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:35:21,2022-06-03 01:41:36
2022-06-03 11:09:22,2022-06-03 11:09:40,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:41:36,2022-06-03 01:41:54
2022-06-03 11:09:40,2022-06-03 11:12:16,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:41:54,2022-06-03 01:44:30
2022-06-03 11:12:16,2022-06-03 11:13:40,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:44:30,2022-06-03 01:45:54
2022-06-03 11:13:40,2022-06-03 11:16:17,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:45:54,2022-06-03 01:48:31
2022-06-03 11:16:17,2022-06-03 11:16:26,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:48:31,2022-06-03 01:48:40
2022-06-03 11:16:26,2022-06-03 11:16:38,In_Position_Upright,annotator,POSTURE,2022-06-03 01:48:40,2022-06-03 01:48:52
2022-06-03 11:16:38,2022-06-03 11:17:04,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:48:52,2022-06-03 01:49:18
2022-06-03 11:17:04,2022-06-03 11:27:20,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 01:49:18,2022-06-03 01:59:34
2022-06-03 11:27:20,2022-06-03 11:45:27,In_Position_Sitting,annotator,POSTURE,2022-06-03 01:59:34,2022-06-03 02:17:41
2022-06-03 11:45:27,2022-06-03 11:46:33,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 02:17:41,2022-06-03 02:18:47
2022-06-03 11:46:33,2022-06-03 11:49:47,In_Position_Upright,annotator,POSTURE,2022-06-03 02:18:47,2022-06-03 02:22:01
2022-06-03 11:49:47,2022-06-03 11:50:33,In_Position_Upright,annotator,POSTURE,2022-06-03 02:22:01,2022-06-03 02:22:47
2022-06-03 11:50:33,2022-06-03 11:50:55,In_Position_Upright,annotator,POSTURE,2022-06-03 02:22:47,2022-06-03 02:23:09
2022-06-03 11:50:55,2022-06-03 11:51:21,In_Position_Upright,annotator,POSTURE,2022-06-03 02:23:09,2022-06-03 02:23:35
2022-06-03 11:51:21,2022-06-03 11:53:46,In_Position_Upright,annotator,POSTURE,2022-06-03 02:23:35,2022-06-03 02:26:00
2022-06-03 11:53:46,2022-06-03 11:54:14,In_Position_Upright,annotator,POSTURE,2022-06-03 02:26:00,2022-06-03 02:26:28
2022-06-03 11:54:14,2022-06-03 11:56:13,In_Position_Upright,annotator,POSTURE,2022-06-03 02:26:28,2022-06-03 02:28:27
2022-06-03 11:56:13,2022-06-03 11:56:32,In_Position_Upright,annotator,POSTURE,2022-06-03 02:28:27,2022-06-03 02:28:46
2022-06-03 11:56:32,2022-06-03 11:57:14,In_Position_Upright,annotator,POSTURE,2022-06-03 02:28:46,2022-06-03 02:29:28
2022-06-03 11:57:14,2022-06-03 11:57:32,In_Position_Upright,annotator,POSTURE,2022-06-03 02:29:28,2022-06-03 02:29:46
2022-06-03 11:57:32,2022-06-03 11:59:32,In_Position_Upright,annotator,POSTURE,2022-06-03 02:29:46,2022-06-03 02:31:46
2022-06-03 11:59:32,2022-06-03 11:59:51,In_Position_Upright,annotator,POSTURE,2022-06-03 02:31:46,2022-06-03 02:32:05
2022-06-03 11:59:51,2022-06-03 12:00:57,In_Position_Upright,annotator,POSTURE,2022-06-03 02:32:05,2022-06-03 02:33:11
2022-06-03 12:00:57,2022-06-03 12:01:18,In_Position_Upright,annotator,POSTURE,2022-06-03 02:33:11,2022-06-03 02:33:32
2022-06-03 12:01:18,2022-06-03 12:01:42,In_Position_Upright,annotator,POSTURE,2022-06-03 02:33:32,2022-06-03 02:33:56
2022-06-03 12:01:42,2022-06-03 12:02:09,In_Position_Upright,annotator,POSTURE,2022-06-03 02:33:56,2022-06-03 02:34:23
2022-06-03 12:02:32,2022-06-03 12:04:21,In_Position_Sitting,annotator,POSTURE,2022-06-03 02:34:46,2022-06-03 02:36:35
2022-06-03 12:04:21,2022-06-03 12:04:21,In_Position_Sitting,annotator,POSTURE,2022-06-03 02:36:35,2022-06-03 02:36:35
2022-06-03 12:04:39,2022-06-03 12:18:14,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 02:36:53,2022-06-03 02:50:28
2022-06-03 12:18:14,2022-06-03 12:51:53,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 02:50:28,2022-06-03 03:24:07
2022-06-03 12:51:53,2022-06-03 13:15:26,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 03:24:07,2022-06-03 03:47:40
2022-06-03 13:17:13,2022-06-03 14:00:39,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 03:49:27,2022-06-03 04:32:53
2022-06-03 14:00:43,2022-06-03 15:32:32,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 04:32:57,2022-06-03 06:04:46
2022-06-03 15:33:08,2022-06-03 15:42:08,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 06:05:22,2022-06-03 06:14:22
2022-06-03 15:42:08,2022-06-03 15:43:21,In_Position_Upright,annotator,POSTURE,2022-06-03 06:14:22,2022-06-03 06:15:35
2022-06-03 15:43:21,2022-06-03 15:44:37,In_Position_Upright,annotator,POSTURE,2022-06-03 06:15:35,2022-06-03 06:16:51
2022-06-03 15:44:37,2022-06-03 15:44:55,In_Position_Upright,annotator,POSTURE,2022-06-03 06:16:51,2022-06-03 06:17:09
2022-06-03 15:44:55,2022-06-03 15:45:24,In_Position_Upright,annotator,POSTURE,2022-06-03 06:17:09,2022-06-03 06:17:38
2022-06-03 15:45:24,2022-06-03 15:45:52,In_Position_Upright,annotator,POSTURE,2022-06-03 06:17:38,2022-06-03 06:18:06
2022-06-03 15:45:52,2022-06-03 15:46:09,In_Position_Upright,annotator,POSTURE,2022-06-03 06:18:06,2022-06-03 06:18:23
2022-06-03 15:46:09,2022-06-03 15:48:24,In_Position_Upright,annotator,POSTURE,2022-06-03 06:18:23,2022-06-03 06:20:38
2022-06-03 15:48:24,2022-06-03 15:48:44,In_Position_Upright,annotator,POSTURE,2022-06-03 06:20:38,2022-06-03 06:20:58
2022-06-03 15:48:44,2022-06-03 15:49:37,In_Position_Upright,annotator,POSTURE,2022-06-03 06:20:58,2022-06-03 06:21:51
2022-06-03 15:49:37,2022-06-03 15:49:58,In_Position_Upright,annotator,POSTURE,2022-06-03 06:21:51,2022-06-03 06:22:12
2022-06-03 15:49:58,2022-06-03 15:50:46,In_Position_Upright,annotator,POSTURE,2022-06-03 06:22:12,2022-06-03 06:23:00
2022-06-03 15:50:46,2022-06-03 15:53:19,In_Position_Upright,annotator,POSTURE,2022-06-03 06:23:00,2022-06-03 06:25:33
2022-06-03 15:53:19,2022-06-03 15:53:42,In_Position_Upright,annotator,POSTURE,2022-06-03 06:25:33,2022-06-03 06:25:56
2022-06-03 15:53:42,2022-06-03 15:54:28,In_Position_Upright,annotator,POSTURE,2022-06-03 06:25:56,2022-06-03 06:26:42
2022-06-03 15:54:28,2022-06-03 15:54:43,In_Position_Upright,annotator,POSTURE,2022-06-03 06:26:42,2022-06-03 06:26:57
2022-06-03 15:54:43,2022-06-03 15:59:00,In_Position_Sitting,annotator,POSTURE,2022-06-03 06:26:57,2022-06-03 06:31:14
2022-06-03 15:59:00,2022-06-03 16:00:43,In_Position_Sitting,annotator,POSTURE,2022-06-03 06:31:14,2022-06-03 06:32:57
2022-06-03 16:00:43,2022-06-03 16:01:08,In_Position_Upright,annotator,POSTURE,2022-06-03 06:32:57,2022-06-03 06:33:22
2022-06-03 16:01:08,2022-06-03 16:01:44,In_Position_Upright,annotator,POSTURE,2022-06-03 06:33:22,2022-06-03 06:33:58
2022-06-03 16:01:44,2022-06-03 16:03:06,In_Position_Upright,annotator,POSTURE,2022-06-03 06:33:58,2022-06-03 06:35:20
2022-06-03 16:03:06,2022-06-03 16:03:22,In_Position_Upright,annotator,POSTURE,2022-06-03 06:35:20,2022-06-03 06:35:36
2022-06-03 16:03:22,2022-06-03 16:03:50,In_Position_Upright,annotator,POSTURE,2022-06-03 06:35:36,2022-06-03 06:36:04
2022-06-03 16:03:50,2022-06-03 16:05:31,In_Position_Upright,annotator,POSTURE,2022-06-03 06:36:04,2022-06-03 06:37:45
2022-06-03 16:05:31,2022-06-03 16:05:47,In_Position_Upright,annotator,POSTURE,2022-06-03 06:37:45,2022-06-03 06:38:01
2022-06-03 16:05:47,2022-06-03 16:07:58,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 06:38:01,2022-06-03 06:40:12
2022-06-03 16:07:58,2022-06-03 16:09:58,In_Position_Upright,annotator,POSTURE,2022-06-03 06:40:12,2022-06-03 06:42:12
2022-06-03 16:09:58,2022-06-03 16:12:02,In_Position_Upright,annotator,POSTURE,2022-06-03 06:42:12,2022-06-03 06:44:16
2022-06-03 16:12:02,2022-06-03 16:14:56,In_Position_Upright,annotator,POSTURE,2022-06-03 06:44:16,2022-06-03 06:47:10
2022-06-03 16:14:56,2022-06-03 16:15:45,In_Position_Sitting,annotator,POSTURE,2022-06-03 06:47:10,2022-06-03 06:47:59
2022-06-03 16:15:45,2022-06-03 16:16:12,In_Position_Upright,annotator,POSTURE,2022-06-03 06:47:59,2022-06-03 06:48:26
2022-06-03 16:16:12,2022-06-03 16:20:14,In_Position_Sitting,annotator,POSTURE,2022-06-03 06:48:26,2022-06-03 06:52:28
2022-06-03 16:20:14,2022-06-03 16:20:38,In_Position_Upright,annotator,POSTURE,2022-06-03 06:52:28,2022-06-03 06:52:52
2022-06-03 16:20:38,2022-06-03 16:37:14,Posture_Indecipherable/Video_Insufficient,annotator,POSTURE,2022-06-03 06:52:52,2022-06-03 07:09:28
