START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_END_TIME
2022-04-20 10:18:37,2022-04-20 10:27:55,Texting/Browsing_Phone, Located_Outdoors,annotator,Behavioral Parameters,2022-04-20 00:28:23,2022-04-20 00:37:41
2022-04-20 10:27:55,2022-04-20 10:29:06,Texting/Browsing_Phone, Located_Outdoors,annotator,Behavioral Parameters,2022-04-20 00:37:41,2022-04-20 00:38:52
2022-04-20 10:29:06,2022-04-20 11:46:09,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 00:38:52,2022-04-20 01:55:55
2022-04-20 11:46:09,2022-04-20 11:56:09,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 01:55:55,2022-04-20 02:05:55
2022-04-20 11:56:09,2022-04-20 11:56:11,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:05:55,2022-04-20 02:05:57
2022-04-20 11:56:53,2022-04-20 11:56:53,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:06:39,2022-04-20 02:06:39
2022-04-20 11:56:53,2022-04-20 11:57:35,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:06:39,2022-04-20 02:07:21
2022-04-20 11:57:35,2022-04-20 11:58:16,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:07:21,2022-04-20 02:08:02
2022-04-20 11:58:16,2022-04-20 11:59:29,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:08:02,2022-04-20 02:09:15
2022-04-20 11:59:29,2022-04-20 12:01:19,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:09:15,2022-04-20 02:11:05
2022-04-20 12:01:19,2022-04-20 12:01:59,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:11:05,2022-04-20 02:11:45
2022-04-20 12:01:59,2022-04-20 12:03:39,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:11:45,2022-04-20 02:13:25
2022-04-20 12:03:39,2022-04-20 12:05:49,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:13:25,2022-04-20 02:15:35
2022-04-20 12:05:49,2022-04-20 12:06:39,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:15:35,2022-04-20 02:16:25
2022-04-20 12:06:39,2022-04-20 12:08:50,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 02:16:25,2022-04-20 02:18:36
2022-04-20 12:08:50,2022-04-20 12:10:50,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 02:18:36,2022-04-20 02:20:36
2022-04-20 12:10:50,2022-04-20 12:12:00,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 02:20:36,2022-04-20 02:21:46
2022-04-20 12:12:00,2022-04-20 12:12:40,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 02:21:46,2022-04-20 02:22:26
2022-04-20 12:12:40,2022-04-20 12:15:23,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 02:22:26,2022-04-20 02:25:09
2022-04-20 12:15:23,2022-04-20 12:19:47,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 02:25:09,2022-04-20 02:29:33
2022-04-20 12:19:47,2022-04-20 12:22:37,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 02:29:33,2022-04-20 02:32:23
2022-04-20 12:22:37,2022-04-20 12:23:27,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 02:32:23,2022-04-20 02:33:13
2022-04-20 12:23:27,2022-04-20 12:27:37,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 02:33:13,2022-04-20 02:37:23
2022-04-20 12:27:37,2022-04-20 12:30:56,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:37:23,2022-04-20 02:40:42
2022-04-20 12:27:37,2022-04-20 12:27:37,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 02:37:23,2022-04-20 02:37:23
2022-04-20 12:30:56,2022-04-20 12:33:00,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:40:42,2022-04-20 02:42:46
2022-04-20 12:33:00,2022-04-20 12:34:25,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:42:46,2022-04-20 02:44:11
2022-04-20 12:34:35,2022-04-20 12:34:37,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 02:44:21,2022-04-20 02:44:23
2022-04-20 12:34:37,2022-04-20 12:34:39,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 02:44:23,2022-04-20 02:44:25
2022-04-20 12:34:39,2022-04-20 12:41:15,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 02:44:25,2022-04-20 02:51:01
2022-04-20 12:41:15,2022-04-20 12:44:09,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 02:51:01,2022-04-20 02:53:55
2022-04-20 12:44:09,2022-04-20 12:52:54,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-20 02:53:55,2022-04-20 03:02:40
2022-04-20 12:52:54,2022-04-20 12:53:26,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-20 03:02:40,2022-04-20 03:03:12
2022-04-20 12:53:26,2022-04-20 12:55:09,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 03:03:12,2022-04-20 03:04:55
2022-04-20 12:55:09,2022-04-20 13:13:47,BP_VideoUnavailable/Indecipherable,annotator,Behavioral Parameters,2022-04-20 03:04:55,2022-04-20 03:23:33
2022-04-20 13:13:47,2022-04-20 13:16:32,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 03:23:33,2022-04-20 03:26:18
2022-04-20 13:16:32,2022-04-20 13:19:48,Located_Indoors, Holding_Other_Object_Light, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 03:26:18,2022-04-20 03:29:34
2022-04-20 13:19:48,2022-04-20 13:20:30,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 03:29:34,2022-04-20 03:30:16
2022-04-20 13:20:30,2022-04-20 14:15:23,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 03:30:16,2022-04-20 04:25:09
2022-04-20 14:15:23,2022-04-20 14:18:07,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 04:25:09,2022-04-20 04:27:53
2022-04-20 14:18:07,2022-04-20 14:23:30,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-20 04:27:53,2022-04-20 04:33:16
2022-04-20 14:23:30,2022-04-20 15:08:40,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 04:33:16,2022-04-20 05:18:26
2022-04-20 15:08:40,2022-04-20 15:13:35,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 05:18:26,2022-04-20 05:23:21
2022-04-20 15:13:35,2022-04-20 15:17:11,Located_Outdoors,annotator,Behavioral Parameters,2022-04-20 05:23:21,2022-04-20 05:26:57
2022-04-20 15:17:14,2022-04-20 15:24:11,Located_Outdoors,annotator,Behavioral Parameters,2022-04-20 05:27:00,2022-04-20 05:33:57
2022-04-20 15:24:13,2022-04-20 15:24:20,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 05:33:59,2022-04-20 05:34:06
2022-04-20 15:24:24,2022-04-20 15:24:40,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 05:34:10,2022-04-20 05:34:26
2022-04-20 15:24:45,2022-04-20 15:25:00,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 05:34:31,2022-04-20 05:34:46
2022-04-20 15:25:05,2022-04-20 15:25:38,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 05:34:51,2022-04-20 05:35:24
2022-04-20 15:25:40,2022-04-20 16:19:35,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 05:35:26,2022-04-20 06:29:21
2022-04-20 16:19:38,2022-04-20 16:20:41,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 06:29:24,2022-04-20 06:30:27
2022-04-20 16:20:43,2022-04-20 16:50:02,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 06:30:29,2022-04-20 06:59:48
2022-04-20 16:50:10,2022-04-20 16:52:06,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 06:59:56,2022-04-20 07:01:52
2022-04-20 16:52:08,2022-04-20 16:53:14,Located_Indoors, Typing_Computer,annotator,Behavioral Parameters,2022-04-20 07:01:54,2022-04-20 07:03:00
2022-04-20 16:53:23,2022-04-20 16:54:02,Located_Indoors, Texting/Browsing_Phone, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-20 07:03:09,2022-04-20 07:03:48
2022-04-20 16:54:04,2022-04-20 16:54:27,Texting/Browsing_Phone, Carrying_Bag_On_Shoulder/Back_Light, Located_Outdoors,annotator,Behavioral Parameters,2022-04-20 07:03:50,2022-04-20 07:04:13
2022-04-20 16:54:28,2022-04-20 17:03:38,Carrying_Bag_On_Shoulder/Back_Light, Located_Outdoors,annotator,Behavioral Parameters,2022-04-20 07:04:14,2022-04-20 07:13:24
2022-04-20 17:03:39,2022-04-20 17:04:27,Carrying_Bag_On_Shoulder/Back_Light, Located_Outdoors, In_Conversation,annotator,Behavioral Parameters,2022-04-20 07:13:25,2022-04-20 07:14:13
2022-04-20 17:04:33,2022-04-20 17:05:02,Carrying_Bag_On_Shoulder/Back_Light, Located_Outdoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 07:14:19,2022-04-20 07:14:48
2022-04-20 17:05:03,2022-04-20 17:05:19,Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone, Located_Indoors,annotator,Behavioral Parameters,2022-04-20 07:14:49,2022-04-20 07:15:05
2022-04-20 17:05:27,2022-04-20 17:06:06,Carrying_Bag_On_Shoulder/Back_Light, Texting/Browsing_Phone, Located_Indoors,annotator,Behavioral Parameters,2022-04-20 07:15:13,2022-04-20 07:15:52
2022-04-20 17:06:07,2022-04-20 17:06:58,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 07:15:53,2022-04-20 07:16:44
2022-04-20 17:07:08,2022-04-20 17:09:39,BP_VideoUnavailable/Indecipherable,annotator,Behavioral Parameters,2022-04-20 07:16:54,2022-04-20 07:19:25
2022-04-20 17:09:42,2022-04-20 17:10:39,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 07:19:28,2022-04-20 07:20:25
2022-04-20 17:10:47,2022-04-20 17:11:43,Located_Indoors, Handwriting,annotator,Behavioral Parameters,2022-04-20 07:20:33,2022-04-20 07:21:29
2022-04-20 17:11:47,2022-04-20 17:14:01,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 07:21:33,2022-04-20 07:23:47
2022-04-20 17:14:02,2022-04-20 17:14:36,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 07:23:48,2022-04-20 07:24:22
2022-04-20 17:14:49,2022-04-20 17:15:43,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 07:24:35,2022-04-20 07:25:29
2022-04-20 17:15:47,2022-04-20 17:15:52,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 07:25:33,2022-04-20 07:25:38
2022-04-20 17:15:56,2022-04-20 17:16:43,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 07:25:42,2022-04-20 07:26:29
2022-04-20 17:16:49,2022-04-20 17:17:11,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 07:26:35,2022-04-20 07:26:57
2022-04-20 17:17:16,2022-04-20 17:22:17,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-20 07:27:02,2022-04-20 07:32:03
2022-04-20 17:22:21,2022-04-20 17:25:59,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 07:32:07,2022-04-20 07:35:45
2022-04-20 17:26:01,2022-04-20 17:26:24,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 07:35:47,2022-04-20 07:36:10
2022-04-20 17:26:28,2022-04-20 17:26:37,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 07:36:14,2022-04-20 07:36:23
2022-04-20 17:26:39,2022-04-20 17:34:06,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 07:36:25,2022-04-20 07:43:52
2022-04-20 17:34:10,2022-04-20 17:34:52,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 07:43:56,2022-04-20 07:44:38
2022-04-20 17:34:58,2022-04-20 17:35:54,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 07:44:44,2022-04-20 07:45:40
2022-04-20 17:35:55,2022-04-20 17:36:42,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 07:45:41,2022-04-20 07:46:28
2022-04-20 17:36:43,2022-04-20 17:37:22,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 07:46:29,2022-04-20 07:47:08
2022-04-20 17:37:31,2022-04-20 17:43:53,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 07:47:17,2022-04-20 07:53:39
2022-04-20 17:43:56,2022-04-20 17:45:08,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 07:53:42,2022-04-20 07:54:54
2022-04-20 17:45:10,2022-04-20 17:46:14,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 07:54:56,2022-04-20 07:56:00
2022-04-20 17:46:18,2022-04-20 17:47:04,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 07:56:04,2022-04-20 07:56:50
2022-04-20 17:47:06,2022-04-20 17:47:52,Located_Indoors, Texting/Browsing_Phone, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-20 07:56:52,2022-04-20 07:57:38
2022-04-20 17:47:54,2022-04-20 17:48:45,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-20 07:57:40,2022-04-20 07:58:31
2022-04-20 17:48:46,2022-04-20 17:49:24,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-20 07:58:32,2022-04-20 07:59:10
2022-04-20 17:49:25,2022-04-20 17:49:40,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-20 07:59:11,2022-04-20 07:59:26
2022-04-20 17:49:41,2022-04-20 17:49:44,Located_Indoors, Carrying_Bag_On_Shoulder/Back_Light,annotator,Behavioral Parameters,2022-04-20 07:59:27,2022-04-20 07:59:30
2022-04-20 17:49:44,2022-04-20 17:56:03,Carrying_Bag_On_Shoulder/Back_Light, Located_Outdoors,annotator,Behavioral Parameters,2022-04-20 07:59:30,2022-04-20 08:05:49
2022-04-20 17:56:04,2022-04-20 17:56:25,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-20 08:05:50,2022-04-20 08:06:11
2022-04-20 17:56:26,2022-04-20 17:57:07,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-20 08:06:12,2022-04-20 08:06:53
2022-04-20 17:57:11,2022-04-20 17:57:45,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 08:06:57,2022-04-20 08:07:31
2022-04-20 17:57:46,2022-04-20 17:58:20,Carrying_Bag_On_Shoulder/Back_Light, Located_Indoors,annotator,Behavioral Parameters,2022-04-20 08:07:32,2022-04-20 08:08:06
2022-04-20 17:58:23,2022-04-20 18:02:19,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 08:08:09,2022-04-20 08:12:05
2022-04-20 18:04:15,2022-04-20 18:09:01,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 08:14:01,2022-04-20 08:18:47
2022-04-20 18:09:03,2022-04-20 18:09:56,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 08:18:49,2022-04-20 08:19:42
2022-04-20 18:09:58,2022-04-20 18:23:53,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 08:19:44,2022-04-20 08:33:39
2022-04-20 18:23:56,2022-04-20 18:25:02,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 08:33:42,2022-04-20 08:34:48
2022-04-20 18:25:03,2022-04-20 18:26:37,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 08:34:49,2022-04-20 08:36:23
2022-04-20 18:26:40,2022-04-20 18:28:27,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 08:36:26,2022-04-20 08:38:13
2022-04-20 18:28:35,2022-04-20 18:33:52,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 08:38:21,2022-04-20 08:43:38
2022-04-20 18:34:01,2022-04-20 18:34:35,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 08:43:47,2022-04-20 08:44:21
2022-04-20 18:34:41,2022-04-20 18:45:48,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 08:44:27,2022-04-20 08:55:34
2022-04-20 18:45:53,2022-04-20 18:46:45,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 08:55:39,2022-04-20 08:56:31
2022-04-20 18:46:47,2022-04-20 18:48:32,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 08:56:33,2022-04-20 08:58:18
2022-04-20 18:48:37,2022-04-20 18:49:32,Located_Indoors, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 08:58:23,2022-04-20 08:59:18
2022-04-20 18:49:41,2022-04-20 19:05:53,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 08:59:27,2022-04-20 09:15:39
2022-04-20 19:05:58,2022-04-20 19:08:05,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:15:44,2022-04-20 09:17:51
2022-04-20 19:08:10,2022-04-20 19:10:03,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 09:17:56,2022-04-20 09:19:49
2022-04-20 19:10:06,2022-04-20 19:11:05,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 09:19:52,2022-04-20 09:20:51
2022-04-20 19:11:06,2022-04-20 19:11:28,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 09:20:52,2022-04-20 09:21:14
2022-04-20 19:11:32,2022-04-20 19:14:17,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 09:21:18,2022-04-20 09:24:03
2022-04-20 19:14:19,2022-04-20 19:14:54,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 09:24:05,2022-04-20 09:24:40
2022-04-20 19:14:59,2022-04-20 19:20:33,Located_Indoors,annotator,Behavioral Parameters,2022-04-20 09:24:45,2022-04-20 09:30:19
2022-04-20 19:20:37,2022-04-20 19:24:10,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:30:23,2022-04-20 09:33:56
2022-04-20 19:24:11,2022-04-20 19:29:04,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 09:33:57,2022-04-20 09:38:50
2022-04-20 19:29:13,2022-04-20 19:30:35,Located_Indoors, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:38:59,2022-04-20 09:40:21
2022-04-20 19:30:48,2022-04-20 19:33:21,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 09:40:34,2022-04-20 09:43:07
2022-04-20 19:33:21,2022-04-20 19:35:53,Located_Indoors, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 09:43:07,2022-04-20 09:45:39
2022-04-20 19:35:53,2022-04-20 19:37:01,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-20 09:45:39,2022-04-20 09:46:47
2022-04-20 19:37:01,2022-04-20 19:37:38,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:46:47,2022-04-20 09:47:24
2022-04-20 19:37:38,2022-04-20 19:39:34,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:47:24,2022-04-20 09:49:20
2022-04-20 19:39:34,2022-04-20 19:39:58,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:49:20,2022-04-20 09:49:44
2022-04-20 19:39:58,2022-04-20 19:44:42,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:49:44,2022-04-20 09:54:28
2022-04-20 19:44:42,2022-04-20 19:45:03,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:54:28,2022-04-20 09:54:49
2022-04-20 19:45:03,2022-04-20 19:46:23,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:54:49,2022-04-20 09:56:09
2022-04-20 19:46:23,2022-04-20 19:46:40,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:56:09,2022-04-20 09:56:26
2022-04-20 19:46:40,2022-04-20 19:47:57,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:56:26,2022-04-20 09:57:43
2022-04-20 19:47:57,2022-04-20 19:48:12,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:57:43,2022-04-20 09:57:58
2022-04-20 19:48:12,2022-04-20 19:55:45,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 09:57:58,2022-04-20 10:05:31
2022-04-20 19:55:45,2022-04-20 19:56:22,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 10:05:31,2022-04-20 10:06:08
2022-04-20 19:56:22,2022-04-20 19:58:28,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 10:06:08,2022-04-20 10:08:14
2022-04-20 19:58:28,2022-04-20 19:59:17,Located_Indoors, In_Conversation, Browsing_Computer,annotator,Behavioral Parameters,2022-04-20 10:08:14,2022-04-20 10:09:03
2022-04-20 19:59:17,2022-04-20 19:59:29,Located_Indoors, In_Conversation, Browsing_Computer, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 10:09:03,2022-04-20 10:09:15
2022-04-20 19:59:29,2022-04-20 20:02:51,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 10:09:15,2022-04-20 10:12:37
2022-04-20 20:02:51,2022-04-20 20:03:47,Located_Indoors, In_Conversation, Holding_Other_Object_Light, Texting/Browsing_Phone,annotator,Behavioral Parameters,2022-04-20 10:12:37,2022-04-20 10:13:33
2022-04-20 20:03:47,2022-04-20 20:03:58,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-20 10:13:33,2022-04-20 10:13:44
2022-04-20 20:03:58,2022-04-20 20:05:42,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-20 10:13:44,2022-04-20 10:15:28
2022-04-20 20:05:42,2022-04-20 20:06:13,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-20 10:15:28,2022-04-20 10:15:59
2022-04-20 20:06:13,2022-04-20 20:08:45,Located_Indoors, In_Conversation,annotator,Behavioral Parameters,2022-04-20 10:15:59,2022-04-20 10:18:31
2022-04-20 20:08:45,2022-04-20 20:08:55,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 10:18:31,2022-04-20 10:18:41
2022-04-20 20:08:55,2022-04-20 20:10:24,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 10:18:41,2022-04-20 10:20:10
2022-04-20 20:10:24,2022-04-20 20:10:39,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 10:20:10,2022-04-20 10:20:25
2022-04-20 20:10:39,2022-04-20 20:15:40,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 10:20:25,2022-04-20 10:25:26
2022-04-20 20:15:40,2022-04-20 20:19:08,Located_Indoors, In_Conversation, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 10:25:26,2022-04-20 10:28:54
2022-04-20 20:19:08,2022-04-20 20:26:55,Located_Indoors, In_Conversation, Browsing_Computer, Holding_Other_Object_Light,annotator,Behavioral Parameters,2022-04-20 10:28:54,2022-04-20 10:36:41
