START_TIME,STOP_TIME,PREDICTION,SOURCE,LABELSET,VIDEO_START_TIME,VIDEO_END_TIME
2022-05-24 07:53:06,2022-05-24 07:53:19,HLB_Unlabeled,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:00:01,2022-05-24 00:00:14
2022-05-24 07:53:19,2022-05-24 07:54:32,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:00:14,2022-05-24 00:01:27
2022-05-24 07:54:32,2022-05-24 07:56:27,HLB_Indecipherable/Video_Insufficient,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:01:27,2022-05-24 00:03:22
2022-05-24 07:56:27,2022-05-24 07:56:41,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:03:22,2022-05-24 00:03:36
2022-05-24 07:56:41,2022-05-24 07:57:13,HLB_Unlabeled,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:03:36,2022-05-24 00:04:08
2022-05-24 07:57:18,2022-05-24 07:57:36,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:04:13,2022-05-24 00:04:31
2022-05-24 07:57:36,2022-05-24 07:57:37,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:04:31,2022-05-24 00:04:32
2022-05-24 07:57:38,2022-05-24 07:58:55,Dressing/Undressing,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:04:33,2022-05-24 00:05:50
2022-05-24 07:58:55,2022-05-24 07:58:59,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:05:50,2022-05-24 00:05:54
2022-05-24 07:58:59,2022-05-24 07:59:23,Grooming/Self_Care,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:05:54,2022-05-24 00:06:18
2022-05-24 07:59:23,2022-05-24 07:59:45,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:06:18,2022-05-24 00:06:40
2022-05-24 07:59:45,2022-05-24 08:00:01,In_Transit_Active,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:06:40,2022-05-24 00:06:56
2022-05-24 08:18:15,2022-05-24 08:18:16,Meeting_Formal_Gathering_In_Person, Working_Other,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:25:10,2022-05-24 00:25:11
2022-05-24 08:18:16,2022-05-24 08:19:23,Meeting_Formal_Gathering_In_Person, Working_Other,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:25:11,2022-05-24 00:26:18
2022-05-24 08:19:23,2022-05-24 08:20:03,Meeting_Formal_Gathering_In_Person, Working_Other,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:26:18,2022-05-24 00:26:58
2022-05-24 08:20:03,2022-05-24 08:21:06,Meeting_Formal_Gathering_In_Person, Working_Other,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:26:58,2022-05-24 00:28:01
2022-05-24 08:21:06,2022-05-24 08:21:22,Meeting_Formal_Gathering_In_Person, Working_Other,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:28:01,2022-05-24 00:28:17
2022-05-24 08:21:22,2022-05-24 08:21:41,HLB_Indecipherable/Video_Insufficient,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:28:17,2022-05-24 00:28:36
2022-05-24 08:21:41,2022-05-24 08:22:25,Working_Other, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:28:36,2022-05-24 00:29:20
2022-05-24 08:22:25,2022-05-24 08:22:45,Working_Other, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:29:20,2022-05-24 00:29:40
2022-05-24 08:22:45,2022-05-24 08:23:44,Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:29:40,2022-05-24 00:30:39
2022-05-24 08:23:44,2022-05-24 08:27:05,HLB_Unlabeled, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:30:39,2022-05-24 00:34:00
2022-05-24 08:27:05,2022-05-24 08:27:35,Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:34:00,2022-05-24 00:34:30
2022-05-24 08:27:35,2022-05-24 08:28:01,Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:34:30,2022-05-24 00:34:56
2022-05-24 08:28:01,2022-05-24 08:28:37,Meeting _Social_Gathering_In_Person, Watching_Lecture,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:34:56,2022-05-24 00:35:32
2022-05-24 08:28:37,2022-05-24 08:28:51,Watching_Lecture, Meeting _Social_Gathering_In_Person, Packing/Unpacking_Something,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:35:32,2022-05-24 00:35:46
2022-05-24 08:28:51,2022-05-24 08:29:05,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:35:46,2022-05-24 00:36:00
2022-05-24 08:29:05,2022-05-24 08:29:36,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:36:00,2022-05-24 00:36:31
2022-05-24 08:29:36,2022-05-24 08:32:42,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:36:31,2022-05-24 00:39:37
2022-05-24 08:32:42,2022-05-24 08:33:07,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:39:37,2022-05-24 00:40:02
2022-05-24 08:33:07,2022-05-24 08:34:18,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:40:02,2022-05-24 00:41:13
2022-05-24 08:34:18,2022-05-24 08:34:43,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:41:13,2022-05-24 00:41:38
2022-05-24 08:34:43,2022-05-24 08:35:56,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:41:38,2022-05-24 00:42:51
2022-05-24 08:35:56,2022-05-24 08:36:55,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:42:51,2022-05-24 00:43:50
2022-05-24 08:36:55,2022-05-24 08:37:03,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:43:50,2022-05-24 00:43:58
2022-05-24 08:37:03,2022-05-24 08:37:23,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:43:58,2022-05-24 00:44:18
2022-05-24 08:37:23,2022-05-24 08:37:59,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:44:18,2022-05-24 00:44:54
2022-05-24 08:37:59,2022-05-24 08:39:23,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:44:54,2022-05-24 00:46:18
2022-05-24 08:39:23,2022-05-24 08:40:10,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:46:18,2022-05-24 00:47:05
2022-05-24 08:40:10,2022-05-24 08:40:31,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:47:05,2022-05-24 00:47:26
2022-05-24 08:40:31,2022-05-24 08:40:41,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:47:26,2022-05-24 00:47:36
2022-05-24 08:40:41,2022-05-24 08:41:03,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:47:36,2022-05-24 00:47:58
2022-05-24 08:41:03,2022-05-24 08:42:11,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:47:58,2022-05-24 00:49:06
2022-05-24 08:42:11,2022-05-24 08:42:15,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:06,2022-05-24 00:49:10
2022-05-24 08:42:15,2022-05-24 08:42:33,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:10,2022-05-24 00:49:28
2022-05-24 08:42:33,2022-05-24 08:42:51,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:28,2022-05-24 00:49:46
2022-05-24 08:42:51,2022-05-24 08:42:57,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:46,2022-05-24 00:49:52
2022-05-24 08:42:51,2022-05-24 08:42:51,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:46,2022-05-24 00:49:46
2022-05-24 08:42:57,2022-05-24 08:43:07,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:49:52,2022-05-24 00:50:02
2022-05-24 08:43:07,2022-05-24 08:43:29,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:50:02,2022-05-24 00:50:24
2022-05-24 08:43:29,2022-05-24 08:43:42,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:50:24,2022-05-24 00:50:37
2022-05-24 08:43:42,2022-05-24 08:44:31,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:50:37,2022-05-24 00:51:26
2022-05-24 08:44:31,2022-05-24 08:44:40,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:51:26,2022-05-24 00:51:35
2022-05-24 08:44:40,2022-05-24 08:45:17,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:51:35,2022-05-24 00:52:12
2022-05-24 08:45:17,2022-05-24 08:46:03,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:52:12,2022-05-24 00:52:58
2022-05-24 08:46:03,2022-05-24 08:48:04,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:52:58,2022-05-24 00:54:59
2022-05-24 08:48:04,2022-05-24 08:48:31,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:54:59,2022-05-24 00:55:26
2022-05-24 08:48:31,2022-05-24 08:49:16,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:55:26,2022-05-24 00:56:11
2022-05-24 08:49:16,2022-05-24 08:49:41,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:56:11,2022-05-24 00:56:36
2022-05-24 08:49:41,2022-05-24 08:51:07,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:56:36,2022-05-24 00:58:02
2022-05-24 08:51:07,2022-05-24 08:51:34,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:58:02,2022-05-24 00:58:29
2022-05-24 08:51:34,2022-05-24 08:52:13,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:58:29,2022-05-24 00:59:08
2022-05-24 08:52:13,2022-05-24 08:53:56,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 00:59:08,2022-05-24 01:00:51
2022-05-24 08:53:56,2022-05-24 08:54:51,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:00:51,2022-05-24 01:01:46
2022-05-24 08:54:51,2022-05-24 08:55:11,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:01:46,2022-05-24 01:02:06
2022-05-24 08:55:11,2022-05-24 08:55:17,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:02:06,2022-05-24 01:02:12
2022-05-24 08:55:17,2022-05-24 08:55:58,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:02:12,2022-05-24 01:02:53
2022-05-24 08:55:58,2022-05-24 08:56:07,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:02:53,2022-05-24 01:03:02
2022-05-24 08:56:07,2022-05-24 08:56:41,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:03:02,2022-05-24 01:03:36
2022-05-24 08:56:41,2022-05-24 08:57:18,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:03:36,2022-05-24 01:04:13
2022-05-24 08:57:18,2022-05-24 08:57:29,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:04:13,2022-05-24 01:04:24
2022-05-24 08:57:29,2022-05-24 08:57:58,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:04:24,2022-05-24 01:04:53
2022-05-24 08:57:58,2022-05-24 08:58:44,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:04:53,2022-05-24 01:05:39
2022-05-24 08:58:44,2022-05-24 08:58:57,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:05:39,2022-05-24 01:05:52
2022-05-24 08:58:57,2022-05-24 09:01:01,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:05:52,2022-05-24 01:07:56
2022-05-24 09:01:01,2022-05-24 09:01:46,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:07:56,2022-05-24 01:08:41
2022-05-24 09:01:46,2022-05-24 09:01:55,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:08:41,2022-05-24 01:08:50
2022-05-24 09:01:55,2022-05-24 09:02:21,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:08:50,2022-05-24 01:09:16
2022-05-24 09:02:21,2022-05-24 09:02:29,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:09:16,2022-05-24 01:09:24
2022-05-24 09:02:29,2022-05-24 09:02:41,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:09:24,2022-05-24 01:09:36
2022-05-24 09:02:41,2022-05-24 09:03:03,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:09:36,2022-05-24 01:09:58
2022-05-24 09:03:03,2022-05-24 09:03:33,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:09:58,2022-05-24 01:10:28
2022-05-24 09:03:33,2022-05-24 09:04:28,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:10:28,2022-05-24 01:11:23
2022-05-24 09:04:28,2022-05-24 09:04:56,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:11:23,2022-05-24 01:11:51
2022-05-24 09:04:56,2022-05-24 09:05:08,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:11:51,2022-05-24 01:12:03
2022-05-24 09:05:08,2022-05-24 09:05:20,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:12:03,2022-05-24 01:12:15
2022-05-24 09:05:20,2022-05-24 09:05:41,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:12:15,2022-05-24 01:12:36
2022-05-24 09:05:41,2022-05-24 09:05:55,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:12:36,2022-05-24 01:12:50
2022-05-24 09:05:55,2022-05-24 09:06:07,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:12:50,2022-05-24 01:13:02
2022-05-24 09:06:07,2022-05-24 09:06:29,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:13:02,2022-05-24 01:13:24
2022-05-24 09:06:29,2022-05-24 09:07:13,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:13:24,2022-05-24 01:14:08
2022-05-24 09:07:13,2022-05-24 09:09:03,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:14:08,2022-05-24 01:15:58
2022-05-24 09:09:03,2022-05-24 09:11:36,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:15:58,2022-05-24 01:18:31
2022-05-24 09:11:36,2022-05-24 09:12:01,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:18:31,2022-05-24 01:18:56
2022-05-24 09:12:01,2022-05-24 09:12:21,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:18:56,2022-05-24 01:19:16
2022-05-24 09:12:21,2022-05-24 09:12:32,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:19:16,2022-05-24 01:19:27
2022-05-24 09:12:32,2022-05-24 09:13:04,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:19:27,2022-05-24 01:19:59
2022-05-24 09:13:04,2022-05-24 09:13:18,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:19:59,2022-05-24 01:20:13
2022-05-24 09:13:18,2022-05-24 09:13:22,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:20:13,2022-05-24 01:20:17
2022-05-24 09:13:22,2022-05-24 09:13:34,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:20:17,2022-05-24 01:20:29
2022-05-24 09:13:34,2022-05-24 09:13:48,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:20:29,2022-05-24 01:20:43
2022-05-24 09:13:48,2022-05-24 09:14:25,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:20:43,2022-05-24 01:21:20
2022-05-24 09:14:25,2022-05-24 09:15:07,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:21:20,2022-05-24 01:22:02
2022-05-24 09:15:07,2022-05-24 09:16:16,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:22:02,2022-05-24 01:23:11
2022-05-24 09:16:16,2022-05-24 09:16:32,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:23:11,2022-05-24 01:23:27
2022-05-24 09:16:32,2022-05-24 09:17:12,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:23:27,2022-05-24 01:24:07
2022-05-24 09:17:12,2022-05-24 09:18:15,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:24:07,2022-05-24 01:25:10
2022-05-24 09:18:15,2022-05-24 09:19:07,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:25:10,2022-05-24 01:26:02
2022-05-24 09:19:07,2022-05-24 09:20:52,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:26:02,2022-05-24 01:27:47
2022-05-24 09:20:52,2022-05-24 09:21:01,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:27:47,2022-05-24 01:27:56
2022-05-24 09:21:01,2022-05-24 09:21:07,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:27:56,2022-05-24 01:28:02
2022-05-24 09:21:07,2022-05-24 09:21:36,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:28:02,2022-05-24 01:28:31
2022-05-24 09:21:36,2022-05-24 09:22:02,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:28:31,2022-05-24 01:28:57
2022-05-24 09:22:02,2022-05-24 09:22:08,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:28:57,2022-05-24 01:29:03
2022-05-24 09:22:08,2022-05-24 09:23:51,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:29:03,2022-05-24 01:30:46
2022-05-24 09:23:51,2022-05-24 09:24:13,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:30:46,2022-05-24 01:31:08
2022-05-24 09:24:13,2022-05-24 09:25:58,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:31:08,2022-05-24 01:32:53
2022-05-24 09:25:58,2022-05-24 09:28:23,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:32:53,2022-05-24 01:35:18
2022-05-24 09:28:23,2022-05-24 09:28:37,Watching_Lecture, Meeting _Social_Gathering_In_Person,annotator,HIGH LEVEL BEHAVIOR,2022-05-24 01:35:18,2022-05-24 01:35:32
